m_overallFrameIdentifier,m_tyresWear,m_tyresDamage,m_sessionUID,m_frameIdentifier,m_sessionTime,m_brakesDamage,m_frontLeftWingDamage,m_frontRightWingDamage,m_rearWingDamage,m_floorDamage,m_diffuserDamage,m_sidepodDamage,m_drsFault,m_ersFault,m_gearBoxDamage,m_engineDamage,m_engineMGUHWear,m_engineESWear,m_engineCEWear,m_engineICEWear,m_engineMGUKWear,m_engineTCWear,m_engineBlown,m_engineSeized
13160,"0,0,0,0","0,0,0,0",4122411239002253147,13160,236.57618713378906,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13166,"0,0,0,0","0,0,0,0",4122411239002253147,13166,236.67625427246094,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13172,"0,0,0,0","0,0,0,0",4122411239002253147,13172,236.7763671875,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13178,"0,0,0,0","0,0,0,0",4122411239002253147,13178,236.87646484375,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13184,"0,0,0,0","0,0,0,0",4122411239002253147,13184,236.97657775878906,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13190,"0,0,0,0","0,0,0,0",4122411239002253147,13190,237.0766143798828,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13196,"0,0,0,0","0,0,0,0",4122411239002253147,13196,237.17669677734375,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13202,"0,0,0,0","0,0,0,0",4122411239002253147,13202,237.27688598632812,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13208,"0,0,0,0","0,0,0,0",4122411239002253147,13208,237.376953125,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13214,"0,0,0,0","0,0,0,0",4122411239002253147,13214,237.47705078125,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13220,"0,0,0,0","0,0,0,0",4122411239002253147,13220,237.5771484375,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13232,"0,0,0,0","0,0,0,0",4122411239002253147,13232,237.7774200439453,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13238,"0,0,0,0","0,0,0,0",4122411239002253147,13238,237.8773956298828,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13244,"0,0,0,0","0,0,0,0",4122411239002253147,13244,237.97750854492188,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13250,"0,0,0,0","0,0,0,0",4122411239002253147,13250,238.0775909423828,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13256,"0,0,0,0","0,0,0,0",4122411239002253147,13256,238.17770385742188,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13262,"0,0,0,0","0,0,0,0",4122411239002253147,13262,238.27786254882812,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13268,"0,0,0,0","0,0,0,0",4122411239002253147,13268,238.37789916992188,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13274,"0,0,0,0","0,0,0,0",4122411239002253147,13274,238.47804260253906,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13280,"0,0,0,0","0,0,0,0",4122411239002253147,13280,238.57814025878906,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13286,"0,0,0,0","0,0,0,0",4122411239002253147,13286,238.67822265625,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13292,"0,0,0,0","0,0,0,0",4122411239002253147,13292,238.77828979492188,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13298,"0,0,0,0","0,0,0,0",4122411239002253147,13298,238.87841796875,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13304,"0,0,0,0","0,0,0,0",4122411239002253147,13304,238.9784698486328,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13310,"0,0,0,0","0,0,0,0",4122411239002253147,13310,239.07861328125,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13316,"0,0,0,0","0,0,0,0",4122411239002253147,13316,239.1787567138672,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13322,"0,0,0,0","0,0,0,0",4122411239002253147,13322,239.27880859375,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13328,"0,0,0,0","0,0,0,0",4122411239002253147,13328,239.37890625,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13340,"0,0,0,0","0,0,0,0",4122411239002253147,13340,239.5790557861328,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13346,"0,0,0,0","0,0,0,0",4122411239002253147,13346,239.6792755126953,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13352,"0,0,0,0","0,0,0,0",4122411239002253147,13352,239.77932739257812,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13358,"0,0,0,0","0,0,0,0",4122411239002253147,13358,239.8793487548828,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13364,"0,0,0,0","0,0,0,0",4122411239002253147,13364,239.9794921875,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13370,"0,0,0,0","0,0,0,0",4122411239002253147,13370,240.07958984375,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13376,"0,0,0,0","0,0,0,0",4122411239002253147,13376,240.1796417236328,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13382,"0,0,0,0","0,0,0,0",4122411239002253147,13382,240.27981567382812,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13388,"0,0,0,0","0,0,0,0",4122411239002253147,13388,240.37986755371094,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13394,"0,0,0,0","0,0,0,0",4122411239002253147,13394,240.47996520996094,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13400,"0,0,0,0","0,0,0,0",4122411239002253147,13400,240.58006286621094,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13412,"0,0,0,0","0,0,0,0",4122411239002253147,13412,240.78030395507812,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13418,"0,0,0,0","0,0,0,0",4122411239002253147,13418,240.88040161132812,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13424,"0,0,0,0","0,0,0,0",4122411239002253147,13424,240.98048400878906,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13436,"0,0,0,0","0,0,0,0",4122411239002253147,13436,241.18064880371094,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13442,"0,0,0,0","0,0,0,0",4122411239002253147,13442,241.28079223632812,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13448,"0,0,0,0","0,0,0,0",4122411239002253147,13448,241.38088989257812,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13454,"0,0,0,0","0,0,0,0",4122411239002253147,13454,241.48098754882812,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13460,"0,0,0,0","0,0,0,0",4122411239002253147,13460,241.58102416992188,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13466,"0,0,0,0","0,0,0,0",4122411239002253147,13466,241.6811065673828,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13472,"0,0,0,0","0,0,0,0",4122411239002253147,13472,241.78128051757812,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13478,"0,0,0,0","0,0,0,0",4122411239002253147,13478,241.88133239746094,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13484,"0,0,0,0","0,0,0,0",4122411239002253147,13484,241.9814453125,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13490,"0,0,0,0","0,0,0,0",4122411239002253147,13490,242.08155822753906,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13496,"0,0,0,0","0,0,0,0",4122411239002253147,13496,242.18162536621094,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13508,"0,0,0,0","0,0,0,0",4122411239002253147,13508,242.38185119628906,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13514,"0,0,0,0","0,0,0,0",4122411239002253147,13514,242.48193359375,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13520,"0,0,0,0","0,0,0,0",4122411239002253147,13520,242.58203125,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13526,"0,0,0,0","0,0,0,0",4122411239002253147,13526,242.68211364746094,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13532,"0,0,0,0","0,0,0,0",4122411239002253147,13532,242.78224182128906,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13538,"0,0,0,0","0,0,0,0",4122411239002253147,13538,242.88230895996094,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13544,"0,0,0,0","0,0,0,0",4122411239002253147,13544,242.98248291015625,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13550,"0,0,0,0","0,0,0,0",4122411239002253147,13550,243.08251953125,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13556,"0,0,0,0","0,0,0,0",4122411239002253147,13556,243.1826171875,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13562,"0,0,0,0","0,0,0,0",4122411239002253147,13562,243.2827606201172,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13568,"0,0,0,0","0,0,0,0",4122411239002253147,13568,243.3828125,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13574,"0,0,0,0","0,0,0,0",4122411239002253147,13574,243.48287963867188,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13580,"0,0,0,0","0,0,0,0",4122411239002253147,13580,243.58302307128906,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586,"0,0,0,0","0,0,0,0",4122411239002253147,13586,243.68309020996094,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13592,"0,0,0,0","0,0,0,0",4122411239002253147,13592,243.78326416015625,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13598,"0,0,0,0","0,0,0,0",4122411239002253147,13598,243.88328552246094,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13604,"0,0,0,0","0,0,0,0",4122411239002253147,13604,243.98338317871094,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13610,"0,0,0,0","0,0,0,0",4122411239002253147,13610,244.08348083496094,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13616,"0,0,0,0","0,0,0,0",4122411239002253147,13616,244.18360900878906,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13628,"0,0,0,0","0,0,0,0",4122411239002253147,13628,244.3838348388672,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13634,"0,0,0,0","0,0,0,0",4122411239002253147,13634,244.48388671875,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13640,"0,0,0,0","0,0,0,0",4122411239002253147,13640,244.58399963378906,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13646,"0,0,0,0","0,0,0,0",4122411239002253147,13646,244.6841278076172,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13652,"0,0,0,0","0,0,0,0",4122411239002253147,13652,244.7842559814453,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13658,"0,0,0,0","0,0,0,0",4122411239002253147,13658,244.88427734375,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13664,"0,0,0,0","0,0,0,0",4122411239002253147,13664,244.9844207763672,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13670,"0,0,0,0","0,0,0,0",4122411239002253147,13670,245.08450317382812,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13676,"0,0,0,0","0,0,0,0",4122411239002253147,13676,245.18455505371094,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13682,"0,0,0,0","0,0,0,0",4122411239002253147,13682,245.2847137451172,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13688,"0,0,0,0","0,0,0,0",4122411239002253147,13688,245.38479614257812,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13694,"0,0,0,0","0,0,0,0",4122411239002253147,13694,245.48489379882812,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13700,"0,0,0,0","0,0,0,0",4122411239002253147,13700,245.5850372314453,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13706,"0,0,0,0","0,0,0,0",4122411239002253147,13706,245.68508911132812,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13712,"0,0,0,0","0,0,0,0",4122411239002253147,13712,245.7852325439453,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13718,"0,0,0,0","0,0,0,0",4122411239002253147,13718,245.8853302001953,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13724,"0,0,0,0","0,0,0,0",4122411239002253147,13724,245.9854278564453,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13730,"0,0,0,0","0,0,0,0",4122411239002253147,13730,246.08547973632812,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13742,"0,0,0,0","0,0,0,0",4122411239002253147,13742,246.28575134277344,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13748,"0,0,0,0","0,0,0,0",4122411239002253147,13748,246.38577270507812,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13754,"0,0,0,0","0,0,0,0",4122411239002253147,13754,246.4858856201172,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13760,"0,0,0,0","0,0,0,0",4122411239002253147,13760,246.58596801757812,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13766,"0,0,0,0","0,0,0,0",4122411239002253147,13766,246.68618774414062,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13772,"0,0,0,0","0,0,0,0",4122411239002253147,13772,246.78619384765625,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13778,"0,0,0,0","0,0,0,0",4122411239002253147,13778,246.88624572753906,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13784,"0,0,0,0","0,0,0,0",4122411239002253147,13784,246.98638916015625,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13790,"0,0,0,0","0,0,0,0",4122411239002253147,13790,247.08648681640625,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13796,"0,0,0,0","0,0,0,0",4122411239002253147,13796,247.18663024902344,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13808,"0,0,0,0","0,0,0,0",4122411239002253147,13808,247.38677978515625,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13814,"0,0,0,0","0,0,0,0",4122411239002253147,13814,247.4868927001953,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13820,"0,0,0,0","0,0,0,0",4122411239002253147,13820,247.5869598388672,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13826,"0,0,0,0","0,0,0,0",4122411239002253147,13826,247.68714904785156,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13832,"0,0,0,0","0,0,0,0",4122411239002253147,13832,247.7871551513672,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13838,"0,0,0,0","0,0,0,0",4122411239002253147,13838,247.8872833251953,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13844,"0,0,0,0","0,0,0,0",4122411239002253147,13844,247.98733520507812,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13856,"0,0,0,0","0,0,0,0",4122411239002253147,13856,248.18753051757812,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13862,"0,0,0,0","0,0,0,0",4122411239002253147,13862,248.28768920898438,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13874,"0,0,0,0","0,0,0,0",4122411239002253147,13874,248.48789978027344,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13880,"0,0,0,0","0,0,0,0",4122411239002253147,13880,248.5879669189453,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13886,"0,0,0,0","0,0,0,0",4122411239002253147,13886,248.68800354003906,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13892,"0,0,0,0","0,0,0,0",4122411239002253147,13892,248.78819274902344,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13897,"0,0,0,0","0,0,0,0",4122411239002253147,13897,248.87159729003906,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13904,"0,0,0,0","0,0,0,0",4122411239002253147,13904,248.98837280273438,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13909,"0,0,0,0","0,0,0,0",4122411239002253147,13909,249.07176208496094,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13915,"0,0,0,0","0,0,0,0",4122411239002253147,13915,249.17189025878906,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13921,"0,0,0,0","0,0,0,0",4122411239002253147,13921,249.27194213867188,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13927,"0,0,0,0","0,0,0,0",4122411239002253147,13927,249.3720245361328,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13933,"0,0,0,0","0,0,0,0",4122411239002253147,13933,249.47216796875,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13939,"0,0,0,0","0,0,0,0",4122411239002253147,13939,249.57228088378906,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13945,"0,0,0,0","0,0,0,0",4122411239002253147,13945,249.67237854003906,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13951,"0,0,0,0","0,0,0,0",4122411239002253147,13951,249.7723846435547,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13957,"0,0,0,0","0,0,0,0",4122411239002253147,13957,249.87255859375,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13963,"0,0,0,0","0,0,0,0",4122411239002253147,13963,249.97264099121094,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13969,"0,0,0,0","0,0,0,0",4122411239002253147,13969,250.0727081298828,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13975,"0,0,0,0","0,0,0,0",4122411239002253147,13975,250.1728057861328,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13981,"0,0,0,0","0,0,0,0",4122411239002253147,13981,250.2729034423828,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13987,"0,0,0,0","0,0,0,0",4122411239002253147,13987,250.3730010986328,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13993,"0,0,0,0","0,0,0,0",4122411239002253147,13993,250.47314453125,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13999,"0,0,0,0","0,0,0,0",4122411239002253147,13999,250.5731964111328,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14005,"0,0,0,0","0,0,0,0",4122411239002253147,14005,250.6732940673828,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14011,"0,0,0,0","0,0,0,0",4122411239002253147,14011,250.77340698242188,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14017,"0,0,0,0","0,0,0,0",4122411239002253147,14017,250.8735809326172,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14023,"0,0,0,0","0,0,0,0",4122411239002253147,14023,250.97364807128906,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14029,"0,0,0,0","0,0,0,0",4122411239002253147,14029,251.07366943359375,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14035,"0,0,0,0","0,0,0,0",4122411239002253147,14035,251.1737518310547,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14041,"0,0,0,0","0,0,0,0",4122411239002253147,14041,251.27386474609375,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14047,"0,0,0,0","0,0,0,0",4122411239002253147,14047,251.3739776611328,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14053,"0,0,0,0","0,0,0,0",4122411239002253147,14053,251.47410583496094,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14059,"0,0,0,0","0,0,0,0",4122411239002253147,14059,251.57415771484375,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14065,"0,0,0,0","0,0,0,0",4122411239002253147,14065,251.67430114746094,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14071,"0,0,0,0","0,0,0,0",4122411239002253147,14071,251.7743377685547,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14077,"0,0,0,0","0,0,0,0",4122411239002253147,14077,251.87448120117188,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14083,"0,0,0,0","0,0,0,0",4122411239002253147,14083,251.974609375,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14089,"0,0,0,0","0,0,0,0",4122411239002253147,14089,252.07467651367188,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14095,"0,0,0,0","0,0,0,0",4122411239002253147,14095,252.1747589111328,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14101,"0,0,0,0","0,0,0,0",4122411239002253147,14101,252.2748260498047,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14107,"0,0,0,0","0,0,0,0",4122411239002253147,14107,252.37490844726562,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14113,"0,0,0,0","0,0,0,0",4122411239002253147,14113,252.47506713867188,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14119,"0,0,0,0","0,0,0,0",4122411239002253147,14119,252.5751953125,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14125,"0,0,0,0","0,0,0,0",4122411239002253147,14125,252.67527770996094,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14131,"0,0,0,0","0,0,0,0",4122411239002253147,14131,252.7753448486328,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14143,"0,0,0,0","0,0,0,0",4122411239002253147,14143,252.9755859375,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14155,"0,0,0,0","0,0,0,0",4122411239002253147,14155,253.17572021484375,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14161,"0,0,0,0","0,0,0,0",4122411239002253147,14161,253.27587890625,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14167,"0,0,0,0","0,0,0,0",4122411239002253147,14167,253.3759765625,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14173,"0,0,0,0","0,0,0,0",4122411239002253147,14173,253.47604370117188,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14179,"0,0,0,0","0,0,0,0",4122411239002253147,14179,253.57614135742188,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14185,"0,0,0,0","0,0,0,0",4122411239002253147,14185,253.67625427246094,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14191,"0,0,0,0","0,0,0,0",4122411239002253147,14191,253.7763671875,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14197,"0,0,0,0","0,0,0,0",4122411239002253147,14197,253.87652587890625,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14203,"0,0,0,0","0,0,0,0",4122411239002253147,14203,253.9766082763672,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14209,"0,0,0,0","0,0,0,0",4122411239002253147,14209,254.07669067382812,"0,0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
