m_overallFrameIdentifier,m_sessionUID,m_frameIdentifier,m_sessionTime,m_frontWing,m_rearWing,m_onThrottle,m_offThrottle,m_frontCamber,m_rearCamber,m_frontToe,m_rearToe,m_frontSuspension,m_rearSuspension,m_frontAntiRollBar,m_rearAntiRollBar,m_frontSuspensionHeight,m_rearSuspensionHeight,m_brakePressure,m_brakeBias,m_rearLeftTyrePressure,m_rearRightTyrePressure,m_frontLeftTyrePressure,m_frontRightTyrePressure,m_ballast,m_fuelLoad
156132,1978039479526609313,156132,2952.009521484375,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156152,1978039479526609313,156152,2953.010498046875,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156162,1978039479526609313,156162,2953.510986328125,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156172,1978039479526609313,156172,2954.011474609375,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156182,1978039479526609313,156182,2954.511962890625,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156192,1978039479526609313,156192,2955.012451171875,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156202,1978039479526609313,156202,2955.512939453125,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156212,1978039479526609313,156212,2956.013427734375,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156222,1978039479526609313,156222,2956.513916015625,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156232,1978039479526609313,156232,2957.014404296875,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156242,1978039479526609313,156242,2957.514892578125,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156252,1978039479526609313,156252,2958.015380859375,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156262,1978039479526609313,156262,2958.515869140625,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156272,1978039479526609313,156272,2959.016357421875,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156282,1978039479526609313,156282,2959.516845703125,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156292,1978039479526609313,156292,2960.017333984375,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156302,1978039479526609313,156302,2960.517822265625,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156312,1978039479526609313,156312,2961.018310546875,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156322,1978039479526609313,156322,2961.518798828125,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156342,1978039479526609313,156342,2962.519775390625,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156352,1978039479526609313,156352,2963.020263671875,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156362,1978039479526609313,156362,2963.520751953125,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156392,1978039479526609313,156392,2965.005615234375,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156402,1978039479526609313,156402,2965.506103515625,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156412,1978039479526609313,156412,2966.006591796875,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156422,1978039479526609313,156422,2966.507080078125,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156432,1978039479526609313,156432,2967.007568359375,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156442,1978039479526609313,156442,2967.508056640625,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156452,1978039479526609313,156452,2968.008544921875,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156462,1978039479526609313,156462,2968.509033203125,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156472,1978039479526609313,156472,2969.009521484375,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156482,1978039479526609313,156482,2969.510009765625,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156502,1978039479526609313,156502,2970.510986328125,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156512,1978039479526609313,156512,2971.011474609375,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156522,1978039479526609313,156522,2971.511962890625,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156532,1978039479526609313,156532,2972.012451171875,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156542,1978039479526609313,156542,2972.512939453125,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156552,1978039479526609313,156552,2973.013427734375,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156562,1978039479526609313,156562,2973.513916015625,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156572,1978039479526609313,156572,2974.014404296875,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156582,1978039479526609313,156582,2974.514892578125,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156612,1978039479526609313,156612,2976.016357421875,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156622,1978039479526609313,156622,2976.516845703125,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156632,1978039479526609313,156632,2977.017333984375,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156642,1978039479526609313,156642,2977.517822265625,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156652,1978039479526609313,156652,2978.018310546875,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156662,1978039479526609313,156662,2978.518798828125,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156672,1978039479526609313,156672,2979.019287109375,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156682,1978039479526609313,156682,2979.519775390625,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156692,1978039479526609313,156692,2980.020263671875,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156702,1978039479526609313,156702,2980.520751953125,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156722,1978039479526609313,156722,2981.5048828125,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156732,1978039479526609313,156732,2982.005615234375,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156742,1978039479526609313,156742,2982.505859375,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156752,1978039479526609313,156752,2983.006591796875,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156762,1978039479526609313,156762,2983.507080078125,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156772,1978039479526609313,156772,2984.007568359375,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156782,1978039479526609313,156782,2984.508056640625,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156792,1978039479526609313,156792,2985.008544921875,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156802,1978039479526609313,156802,2985.509033203125,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156812,1978039479526609313,156812,2986.009521484375,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156822,1978039479526609313,156822,2986.510009765625,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156832,1978039479526609313,156832,2987.010498046875,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156842,1978039479526609313,156842,2987.510986328125,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156852,1978039479526609313,156852,2988.011474609375,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156862,1978039479526609313,156862,2988.51171875,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156882,1978039479526609313,156882,2989.5126953125,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156892,1978039479526609313,156892,2990.013427734375,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156902,1978039479526609313,156902,2990.513916015625,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156912,1978039479526609313,156912,2991.014404296875,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156932,1978039479526609313,156932,2992.015380859375,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156942,1978039479526609313,156942,2992.515869140625,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156952,1978039479526609313,156952,2993.016357421875,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156962,1978039479526609313,156962,2993.51708984375,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156972,1978039479526609313,156972,2994.017333984375,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156982,1978039479526609313,156982,2994.517578125,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
156992,1978039479526609313,156992,2995.018310546875,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
157002,1978039479526609313,157002,2995.5185546875,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
157022,1978039479526609313,157022,2996.51953125,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
157032,1978039479526609313,157032,2997.020263671875,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
157042,1978039479526609313,157042,2997.5205078125,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
157052,1978039479526609313,157052,2998.00439453125,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
157062,1978039479526609313,157062,2998.5048828125,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
157072,1978039479526609313,157072,2999.00537109375,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
157082,1978039479526609313,157082,2999.505859375,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
157092,1978039479526609313,157092,3000.00634765625,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
157102,1978039479526609313,157102,3000.5068359375,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
157112,1978039479526609313,157112,3001.00732421875,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
157122,1978039479526609313,157122,3001.5078125,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
157132,1978039479526609313,157132,3002.008544921875,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
157142,1978039479526609313,157142,3002.5087890625,14,16,65,55,-2.9000000953674316,-1.399999976158142,0.05000000074505806,0.25,40,11,11,1,35,40,100,63,20.299999237060547,20.299999237060547,22.700000762939453,22.700000762939453,6,10
