m_overallFrameIdentifier,m_sessionUID,m_frameIdentifier,m_sessionTime,m_lastLapTimeInMS,m_currentLapTimeInMS,m_sector1TimeInMS,m_sector1TimeMinutes,m_sector2TimeInMS,m_sector2TimeMinutes,m_deltaToCarInFrontInMS,m_deltaToRaceLeaderInMS,m_lapDistance,m_totalDistance,m_safetyCarDelta,m_carPosition,m_currentLapNum,m_pitStatus,m_numPitStops,m_sector,m_currentLapInvalid,m_penalties,m_totalWarnings,m_cornerCuttingWarnings,m_numUnservedDriveThroughPens,m_numUnservedStopGoPens,m_gridPosition,m_driverStatus,m_resultStatus,m_pitLaneTimerActive,m_pitLaneTimeInLaneInMS,m_pitStopTimerInMS,m_pitStopShouldServePen
155826,1978039479526609313,155826,2936.717529296875,66606,11528,0,0,0,0,0,0,744.47265625,48302.82421875,0,1,12,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0
155836,1978039479526609313,155836,2937.214599609375,66606,12028,0,0,0,0,0,0,781.16796875,48339.51953125,0,1,12,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0
155840,1978039479526609313,155840,2937.414306640625,66606,12228,0,0,0,0,0,0,796.1640625,48354.515625,0,1,12,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0
155846,1978039479526609313,155846,2937.712158203125,66606,12528,0,0,0,0,0,0,819.01953125,48377.37109375,0,1,12,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0
155850,1978039479526609313,155850,2937.91259765625,66606,12728,0,0,0,0,0,0,834.484375,48392.8359375,0,1,12,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0
155854,1978039479526609313,155854,2938.112548828125,66606,12928,0,0,0,0,0,0,850.14453125,48408.49609375,0,1,12,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0
155862,1978039479526609313,155862,2938.512939453125,66606,13328,0,0,0,0,0,0,882.078125,48440.4296875,0,1,12,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0
155864,1978039479526609313,155864,2938.613037109375,66606,13428,0,0,0,0,0,0,890.1640625,48448.515625,0,1,12,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0
155866,1978039479526609313,155866,2938.713134765625,66606,13528,0,0,0,0,0,0,898.27734375,48456.62890625,0,1,12,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0
155870,1978039479526609313,155870,2938.913330078125,66606,13728,0,0,0,0,0,0,914.61328125,48472.96484375,0,1,12,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0
155872,1978039479526609313,155872,2939.013427734375,66606,13828,0,0,0,0,0,0,922.83984375,48481.19140625,0,1,12,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0
155882,1978039479526609313,155882,2939.513916015625,66606,14328,0,0,0,0,0,0,964.44140625,48522.79296875,0,1,12,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0
155892,1978039479526609313,155892,2940.014404296875,66606,14828,0,0,0,0,0,0,1006.65625,48565.0078125,0,1,12,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0
155902,1978039479526609313,155902,2940.514892578125,66606,15328,0,0,0,0,0,0,1049.6875,48608.0390625,0,1,12,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0
155906,1978039479526609313,155906,2940.715087890625,66606,15528,0,0,0,0,0,0,1067.2109375,48625.5625,0,1,12,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0
155914,1978039479526609313,155914,2941.115478515625,66606,15928,0,0,0,0,0,0,1102.68359375,48661.03515625,0,1,12,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0
155924,1978039479526609313,155924,2941.615966796875,66606,16428,0,0,0,0,0,0,1147.35546875,48705.70703125,0,1,12,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0
155926,1978039479526609313,155926,2941.716064453125,66606,16528,0,0,0,0,0,0,1156.3046875,48714.65625,0,1,12,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0
155940,1978039479526609313,155940,2942.416748046875,66606,17241,17074,0,0,0,0,0,1218.9140625,48777.265625,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
155946,1978039479526609313,155946,2942.717041015625,66606,17541,17074,0,0,0,0,0,1245.734375,48804.0859375,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
155948,1978039479526609313,155948,2942.8173828125,66606,17641,17074,0,0,0,0,0,1254.6875,48813.0390625,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
155954,1978039479526609313,155954,2943.117431640625,66606,17941,17074,0,0,0,0,0,1281.4375,48839.7890625,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
155956,1978039479526609313,155956,2943.217529296875,66606,18041,17074,0,0,0,0,0,1289.8125,48848.1640625,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
155972,1978039479526609313,155972,2944.018310546875,66606,18841,17074,0,0,0,0,0,1343.1015625,48901.453125,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
155974,1978039479526609313,155974,2944.118408203125,66606,18941,17074,0,0,0,0,0,1348.26953125,48906.62109375,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
155976,1978039479526609313,155976,2944.218505859375,66606,19041,17074,0,0,0,0,0,1353.16796875,48911.51953125,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
155982,1978039479526609313,155982,2944.518798828125,66606,19341,17074,0,0,0,0,0,1366.37890625,48924.73046875,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
155986,1978039479526609313,155986,2944.718994140625,66606,19541,17074,0,0,0,0,0,1373.97265625,48932.32421875,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156006,1978039479526609313,156006,2945.719970703125,66606,20541,17074,0,0,0,0,0,1402.04296875,48960.39453125,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156012,1978039479526609313,156012,2946.020263671875,66606,20841,17074,0,0,0,0,0,1411.81640625,48970.16796875,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156016,1978039479526609313,156016,2946.220458984375,66606,21041,17074,0,0,0,0,0,1415.9765625,48974.328125,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156036,1978039479526609313,156036,2947.221435546875,66606,22041,17074,0,0,0,0,0,1434.453125,48992.8046875,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156038,1978039479526609313,156038,2947.321533203125,66606,22141,17074,0,0,0,0,0,1436.46875,48994.8203125,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156042,1978039479526609313,156042,2947.521728515625,66606,22341,17074,0,0,0,0,0,1440.65625,48999.0078125,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156050,1978039479526609313,156050,2947.922119140625,66606,22741,17074,0,0,0,0,0,1450.09765625,49008.44921875,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156060,1978039479526609313,156060,2948.406005859375,66606,23224,17074,0,0,0,0,0,1463.99609375,49022.34765625,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156062,1978039479526609313,156062,2948.506103515625,66606,23324,17074,0,0,0,0,0,1467.17578125,49025.52734375,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156066,1978039479526609313,156066,2948.706298828125,66606,23524,17074,0,0,0,0,0,1473.8984375,49032.25,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156076,1978039479526609313,156076,2949.20654296875,66606,24024,17074,0,0,0,0,0,1493.0859375,49051.4375,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156108,1978039479526609313,156108,2950.808349609375,66606,25624,17074,0,0,0,0,0,1574.2734375,49132.625,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156110,1978039479526609313,156110,2950.908447265625,66606,25724,17074,0,0,0,0,0,1580.21484375,49138.56640625,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156114,1978039479526609313,156114,2951.108642578125,66606,25924,17074,0,0,0,0,0,1592.37109375,49150.72265625,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156118,1978039479526609313,156118,2951.308837890625,66606,26124,17074,0,0,0,0,0,1604.87890625,49163.23046875,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156124,1978039479526609313,156124,2951.609130859375,66606,26424,17074,0,0,0,0,0,1624.2578125,49182.609375,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156132,1978039479526609313,156132,2952.009521484375,66606,26824,17074,0,0,0,0,0,1651.15625,49209.5078125,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156136,1978039479526609313,156136,2952.209716796875,66606,27024,17074,0,0,0,0,0,1665.01171875,49223.36328125,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156140,1978039479526609313,156140,2952.409912109375,66606,27224,17074,0,0,0,0,0,1679.17578125,49237.52734375,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156142,1978039479526609313,156142,2952.510009765625,66606,27325,17074,0,0,0,0,0,1686.37109375,49244.72265625,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156146,1978039479526609313,156146,2952.710205078125,66606,27525,17074,0,0,0,0,0,1700.90625,49259.2578125,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156150,1978039479526609313,156150,2952.910400390625,66606,27725,17074,0,0,0,0,0,1715.6953125,49274.046875,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156152,1978039479526609313,156152,2953.010498046875,66606,27825,17074,0,0,0,0,0,1723.1875,49281.5390625,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156158,1978039479526609313,156158,2953.310791015625,66606,28125,17074,0,0,0,0,0,1745.98828125,49304.33984375,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156166,1978039479526609313,156166,2953.711181640625,66606,28525,17074,0,0,0,0,0,1777.09375,49335.4453125,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156168,1978039479526609313,156168,2953.811279296875,66606,28625,17074,0,0,0,0,0,1784.99609375,49343.34765625,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156170,1978039479526609313,156170,2953.911376953125,66606,28726,17074,0,0,0,0,0,1792.953125,49351.3046875,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156176,1978039479526609313,156176,2954.211669921875,66606,29026,17074,0,0,0,0,0,1817.10546875,49375.45703125,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156178,1978039479526609313,156178,2954.311767578125,66606,29126,17074,0,0,0,0,0,1825.2421875,49383.59375,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156182,1978039479526609313,156182,2954.511962890625,66606,29326,17074,0,0,0,0,0,1841.65234375,49400.00390625,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156188,1978039479526609313,156188,2954.812255859375,66606,29626,17074,0,0,0,0,0,1866.5703125,49424.921875,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156202,1978039479526609313,156202,2955.512939453125,66606,30327,17074,0,0,0,0,0,1925.9765625,49484.328125,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156210,1978039479526609313,156210,2955.913330078125,66606,30728,17074,0,0,0,0,0,1960.74609375,49519.09765625,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156214,1978039479526609313,156214,2956.113525390625,66606,30928,17074,0,0,0,0,0,1978.36328125,49536.71484375,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156220,1978039479526609313,156220,2956.413818359375,66606,31228,17074,0,0,0,0,0,2005.02734375,49563.37890625,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156224,1978039479526609313,156224,2956.6142578125,66606,31428,17074,0,0,0,0,0,2022.9375,49581.2890625,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156230,1978039479526609313,156230,2956.914306640625,66606,31729,17074,0,0,0,0,0,2049.94140625,49608.29296875,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156240,1978039479526609313,156240,2957.414794921875,66606,32229,17074,0,0,0,0,0,2095.328125,49653.6796875,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156250,1978039479526609313,156250,2957.915283203125,66606,32729,17074,0,0,0,0,0,2135.5390625,49693.890625,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156252,1978039479526609313,156252,2958.015380859375,66606,32830,17074,0,0,0,0,0,2142.44921875,49700.80078125,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156254,1978039479526609313,156254,2958.115478515625,66606,32930,17074,0,0,0,0,0,2149.0078125,49707.359375,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156256,1978039479526609313,156256,2958.215576171875,66606,33030,17074,0,0,0,0,0,2155.21875,49713.5703125,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156264,1978039479526609313,156264,2958.615966796875,66606,33430,17074,0,0,0,0,0,2176.73828125,49735.08984375,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156266,1978039479526609313,156266,2958.716064453125,66606,33530,17074,0,0,0,0,0,2181.3828125,49739.734375,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156268,1978039479526609313,156268,2958.816162109375,66606,33630,17074,0,0,0,0,0,2185.68359375,49744.03515625,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156270,1978039479526609313,156270,2958.916259765625,66606,33731,17074,0,0,0,0,0,2189.77734375,49748.12890625,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156278,1978039479526609313,156278,2959.316650390625,66606,34131,17074,0,0,0,0,0,2205.27734375,49763.62890625,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156284,1978039479526609313,156284,2959.616943359375,66606,34431,17074,0,0,0,0,0,2216.92578125,49775.27734375,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156286,1978039479526609313,156286,2959.717041015625,66606,34531,17074,0,0,0,0,0,2220.97265625,49779.32421875,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156288,1978039479526609313,156288,2959.817138671875,66606,34631,17074,0,0,0,0,0,2224.87109375,49783.22265625,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156298,1978039479526609313,156298,2960.317626953125,66606,35132,17074,0,0,0,0,0,2242.390625,49800.7421875,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156304,1978039479526609313,156304,2960.617919921875,66606,35432,17074,0,0,0,0,0,2251.48828125,49809.83984375,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156306,1978039479526609313,156306,2960.718017578125,66606,35532,17074,0,0,0,0,0,2254.39453125,49812.74609375,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156310,1978039479526609313,156310,2960.918212890625,66606,35732,17074,0,0,0,0,0,2260.390625,49818.7421875,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156318,1978039479526609313,156318,2961.318603515625,66606,36133,17074,0,0,0,0,0,2273.703125,49832.0546875,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156322,1978039479526609313,156322,2961.518798828125,66606,36333,17074,0,0,0,0,0,2281.078125,49839.4296875,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156324,1978039479526609313,156324,2961.618896484375,66606,36433,17074,0,0,0,0,0,2284.96484375,49843.31640625,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156328,1978039479526609313,156328,2961.819091796875,66606,36633,17074,0,0,0,0,0,2292.98046875,49851.33203125,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156330,1978039479526609313,156330,2961.919189453125,66606,36733,17074,0,0,0,0,0,2297.09375,49855.4453125,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156332,1978039479526609313,156332,2962.019287109375,66606,36833,17074,0,0,0,0,0,2301.3359375,49859.6875,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156346,1978039479526609313,156346,2962.719970703125,66606,37534,17074,0,0,0,0,0,2334.09765625,49892.44921875,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156350,1978039479526609313,156350,2962.920166015625,66606,37734,17074,0,0,0,0,0,2344.46484375,49902.81640625,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156352,1978039479526609313,156352,2963.020263671875,66606,37835,17074,0,0,0,0,0,2349.8046875,49908.15625,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156356,1978039479526609313,156356,2963.220458984375,66606,38035,17074,0,0,0,0,0,2360.765625,49919.1171875,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156362,1978039479526609313,156362,2963.520751953125,66606,38335,17074,0,0,0,0,0,2377.97265625,49936.32421875,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156370,1978039479526609313,156370,2963.921142578125,66606,38735,17074,0,0,0,0,0,2402.2578125,49960.609375,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156372,1978039479526609313,156372,2964.021240234375,66606,38836,17074,0,0,0,0,0,2408.50390625,49966.85546875,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156376,1978039479526609313,156376,2964.221435546875,66606,39036,17074,0,0,0,0,0,2421.23046875,49979.58203125,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156382,1978039479526609313,156382,2964.505126953125,66606,39319,17074,0,0,0,0,0,2439.8125,49998.1640625,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156384,1978039479526609313,156384,2964.605224609375,66606,39419,17074,0,0,0,0,0,2446.44921875,50004.80078125,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156386,1978039479526609313,156386,2964.705322265625,66606,39519,17074,0,0,0,0,0,2453.16015625,50011.51171875,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156392,1978039479526609313,156392,2965.005615234375,66606,39820,17074,0,0,0,0,0,2473.7109375,50032.0625,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156398,1978039479526609313,156398,2965.305908203125,66606,40120,17074,0,0,0,0,0,2494.703125,50053.0546875,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156402,1978039479526609313,156402,2965.506103515625,66606,40320,17074,0,0,0,0,0,2508.890625,50067.2421875,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156426,1978039479526609313,156426,2966.707275390625,66606,41521,17074,0,0,0,0,0,2597.53125,50155.8828125,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156428,1978039479526609313,156428,2966.80712890625,66606,41622,17074,0,0,0,0,0,2605.19921875,50163.55078125,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
156434,1978039479526609313,156434,2967.107666015625,66606,41922,17074,0,0,0,0,0,2628.36328125,50186.71484375,0,1,12,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
156436,1978039479526609313,156436,2967.207763671875,66606,42022,17074,0,0,0,0,0,2636.1484375,50194.5,0,1,12,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
156438,1978039479526609313,156438,2967.307861328125,66606,42122,17074,0,0,0,0,0,2643.95703125,50202.30859375,0,1,12,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
156446,1978039479526609313,156446,2967.708251953125,66606,42522,17074,0,0,0,0,0,2672.67578125,50231.02734375,0,1,12,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
156452,1978039479526609313,156452,2968.008544921875,66606,42823,17074,0,0,0,0,0,2691.53125,50249.8828125,0,1,12,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
156456,1978039479526609313,156456,2968.208740234375,66606,43023,17074,0,0,0,0,0,2702.4765625,50260.828125,0,1,12,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
156464,1978039479526609313,156464,2968.609130859375,66606,43423,17074,0,0,0,0,0,2723.28125,50281.6328125,0,1,12,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
156468,1978039479526609313,156468,2968.809326171875,66606,43623,17074,0,0,0,0,0,2733.12890625,50291.48046875,0,1,12,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
156478,1978039479526609313,156478,2969.309814453125,66606,44124,17074,0,0,0,0,0,2756.94140625,50315.29296875,0,1,12,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
156486,1978039479526609313,156486,2969.710205078125,66606,44524,17074,0,0,0,0,0,2776.27734375,50334.62890625,0,1,12,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
156494,1978039479526609313,156494,2970.1103515625,66606,44925,17074,0,0,0,0,0,2796.25,50354.6015625,0,1,12,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
156496,1978039479526609313,156496,2970.21044921875,66606,45025,17074,0,0,0,0,0,2801.43359375,50359.78515625,0,1,12,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
156498,1978039479526609313,156498,2970.310791015625,66606,45125,17074,0,0,0,0,0,2806.703125,50365.0546875,0,1,12,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
156500,1978039479526609313,156500,2970.410888671875,66606,45225,17074,0,0,0,0,0,2811.96875,50370.3203125,0,1,12,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
156502,1978039479526609313,156502,2970.510986328125,66606,45325,17074,0,0,0,0,0,2817.265625,50375.6171875,0,1,12,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
156506,1978039479526609313,156506,2970.7109375,66606,45525,17074,0,0,0,0,0,2828.1640625,50386.515625,0,1,12,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
156508,1978039479526609313,156508,2970.811279296875,66606,45625,17074,0,0,0,0,0,2833.83203125,50392.18359375,0,1,12,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
156510,1978039479526609313,156510,2970.911376953125,66606,45725,17074,0,0,0,0,0,2839.546875,50397.8984375,0,1,12,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
156516,1978039479526609313,156516,2971.211669921875,66606,46026,17074,0,0,0,0,0,2857.01953125,50415.37109375,0,1,12,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
156518,1978039479526609313,156518,2971.311767578125,66606,46126,17074,0,0,0,0,0,2862.97265625,50421.32421875,0,1,12,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
156520,1978039479526609313,156520,2971.411865234375,66606,46226,17074,0,0,0,0,0,2869.08203125,50427.43359375,0,1,12,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
156524,1978039479526609313,156524,2971.612060546875,66606,46426,17074,0,0,0,0,0,2881.609375,50439.9609375,0,1,12,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
156532,1978039479526609313,156532,2972.012451171875,66606,46827,17074,0,0,0,0,0,2907.32421875,50465.67578125,0,1,12,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
156534,1978039479526609313,156534,2972.112548828125,66606,46927,17074,0,0,0,0,0,2913.859375,50472.2109375,0,1,12,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
156550,1978039479526609313,156550,2972.913330078125,66606,47714,17074,0,30173,0,0,0,2966.9296875,50525.28125,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
156568,1978039479526609313,156568,2973.814208984375,66606,48615,17074,0,30173,0,0,0,3023.06640625,50581.41796875,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
156570,1978039479526609313,156570,2973.914306640625,66606,48715,17074,0,30173,0,0,0,3029.1875,50587.5390625,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
156576,1978039479526609313,156576,2974.214599609375,66606,49015,17074,0,30173,0,0,0,3047.44140625,50605.79296875,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
156578,1978039479526609313,156578,2974.314697265625,66606,49115,17074,0,30173,0,0,0,3053.5703125,50611.921875,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
156588,1978039479526609313,156588,2974.815185546875,66606,49616,17074,0,30173,0,0,0,3084.40234375,50642.75390625,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
156598,1978039479526609313,156598,2975.315673828125,66606,50116,17074,0,30173,0,0,0,3113.578125,50671.9296875,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
156608,1978039479526609313,156608,2975.816162109375,66606,50617,17074,0,30173,0,0,0,3141.5859375,50699.9375,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
156610,1978039479526609313,156610,2975.916259765625,66606,50717,17074,0,30173,0,0,0,3147.24609375,50705.59765625,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
156618,1978039479526609313,156618,2976.316650390625,66606,51117,17074,0,30173,0,0,0,3172.3125,50730.6640625,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
156636,1978039479526609313,156636,2977.217529296875,66606,52018,17074,0,30173,0,0,0,3232.6484375,50791,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
156644,1978039479526609313,156644,2977.617919921875,66606,52419,17074,0,30173,0,0,0,3260.7890625,50819.140625,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
156646,1978039479526609313,156646,2977.718017578125,66606,52519,17074,0,30173,0,0,0,3267.92578125,50826.27734375,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
156654,1978039479526609313,156654,2978.118408203125,66606,52919,17074,0,30173,0,0,0,3296.80859375,50855.16015625,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
156656,1978039479526609313,156656,2978.218505859375,66606,53019,17074,0,30173,0,0,0,3304.06640625,50862.41796875,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
156682,1978039479526609313,156682,2979.519775390625,66606,54320,17074,0,30173,0,0,0,3401.75,50960.1015625,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
156690,1978039479526609313,156690,2979.920166015625,66606,54721,17074,0,30173,0,0,0,3433.2578125,50991.609375,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
156706,1978039479526609313,156706,2980.720947265625,66606,55522,17074,0,30173,0,0,0,3497.8359375,51056.1875,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
156712,1978039479526609313,156712,2981.004638671875,66606,55805,17074,0,30173,0,0,0,3521.13671875,51079.48828125,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
