m_overallFrameIdentifier,m_sessionUID,m_frameIdentifier,m_sessionTime,m_eventStringCode,m_eventDetails
157821,1978039479526609313,157821,3036.275390625,BUTN,"{""buttonStatus"": 4176}"
157837,1978039479526609313,157837,3037.109375,BUTN,"{""buttonStatus"": 4180}"
157839,1978039479526609313,157839,3037.20947265625,BUTN,"{""buttonStatus"": 4176}"
157844,1978039479526609313,157844,3037.426513671875,BUTN,"{""buttonStatus"": 4160}"
157863,1978039479526609313,157863,3038.39404296875,BUTN,"{""buttonStatus"": 4164}"
157866,1978039479526609313,157866,3038.527587890625,BUTN,"{""buttonStatus"": 4160}"
157870,1978039479526609313,157870,3038.727783203125,BUTN,"{""buttonStatus"": 4176}"
157877,1978039479526609313,157877,3039.078125,BUTN,"{""buttonStatus"": 88}"
157877,1978039479526609313,157877,3039.094970703125,BUTN,"{""buttonStatus"": 2136}"
157878,1978039479526609313,157878,3039.128173828125,BUTN,"{""buttonStatus"": 2072}"
157880,1978039479526609313,157880,3039.228271484375,BUTN,"{""buttonStatus"": 2064}"
157881,1978039479526609313,157881,3039.2783203125,BUTN,"{""buttonStatus"": 16}"
157884,1978039479526609313,157884,3039.445068359375,BUTN,"{""buttonStatus"": 4176}"
157888,1978039479526609313,157888,3039.628662109375,BUTN,"{""buttonStatus"": 4112}"
157891,1978039479526609313,157891,3039.81201171875,BUTN,"{""buttonStatus"": 16}"
157900,1978039479526609313,157900,3040.245849609375,BUTN,"{""buttonStatus"": 4112}"
157918,1978039479526609313,157918,3041.146728515625,BUTN,"{""buttonStatus"": 4176}"
157930,1978039479526609313,157930,3041.747314453125,BUTN,"{""buttonStatus"": 4160}"
157948,1978039479526609313,157948,3042.664794921875,BUTN,"{""buttonStatus"": 4160}"
157950,1978039479526609313,157950,3042.731689453125,BUTN,"{""buttonStatus"": 4164}"
157953,1978039479526609313,157953,3042.8984375,BUTN,"{""buttonStatus"": 4160}"
157959,1978039479526609313,157959,3043.21533203125,BUTN,"{""buttonStatus"": 4192}"
157966,1978039479526609313,157966,3043.549072265625,BUTN,"{""buttonStatus"": 4160}"
157984,1978039479526609313,157984,3044.433349609375,BUTN,"{""buttonStatus"": 4192}"
157990,1978039479526609313,157990,3044.733642578125,BUTN,"{""buttonStatus"": 4164}"
157992,1978039479526609313,157992,3044.866943359375,BUTN,"{""buttonStatus"": 4160}"
157996,1978039479526609313,157996,3045.050537109375,BUTN,"{""buttonStatus"": 4096}"
158002,1978039479526609313,158002,3045.350830078125,BUTN,"{""buttonStatus"": 4128}"
158004,1978039479526609313,158004,3045.434326171875,BUTN,"{""buttonStatus"": 4096}"
158027,1978039479526609313,158027,3046.60205078125,BUTN,"{""buttonStatus"": 4112}"
158028,1978039479526609313,158028,3046.668701171875,BUTN,"{""buttonStatus"": 4096}"
158029,1978039479526609313,158029,3046.7021484375,BUTN,"{""buttonStatus"": 4100}"
158031,1978039479526609313,158031,3046.80224609375,BUTN,"{""buttonStatus"": 4096}"
158044,1978039479526609313,158044,3047.452880859375,BUTN,"{""buttonStatus"": 4097}"
158045,1978039479526609313,158045,3047.486328125,BUTN,"{""buttonStatus"": 4161}"
158047,1978039479526609313,158047,3047.586181640625,BUTN,"{""buttonStatus"": 4160}"
158077,1978039479526609313,158077,3048.8876953125,BUTN,"{""buttonStatus"": 4192}"
158084,1978039479526609313,158084,3049.255126953125,BUTN,"{""buttonStatus"": 6248}"
158085,1978039479526609313,158085,3049.3046875,BUTN,"{""buttonStatus"": 2152}"
158087,1978039479526609313,158087,3049.371337890625,BUTN,"{""buttonStatus"": 2144}"
158088,1978039479526609313,158088,3049.438232421875,BUTN,"{""buttonStatus"": 2152}"
158090,1978039479526609313,158090,3049.521484375,BUTN,"{""buttonStatus"": 2144}"
158092,1978039479526609313,158092,3049.62158203125,BUTN,"{""buttonStatus"": 2152}"
158093,1978039479526609313,158093,3049.705078125,BUTN,"{""buttonStatus"": 2080}"
158095,1978039479526609313,158095,3049.80517578125,BUTN,"{""buttonStatus"": 32}"
158102,1978039479526609313,158102,3050.138916015625,BUTN,"{""buttonStatus"": 96}"
158115,1978039479526609313,158115,3050.80615234375,BUTN,"{""buttonStatus"": 4192}"
158130,1978039479526609313,158130,3051.556884765625,BUTN,"{""buttonStatus"": 4164}"
158132,1978039479526609313,158132,3051.640380859375,BUTN,"{""buttonStatus"": 4160}"
158138,1978039479526609313,158138,3051.923828125,BUTN,"{""buttonStatus"": 4176}"
158143,1978039479526609313,158143,3052.174072265625,BUTN,"{""buttonStatus"": 4160}"
158148,1978039479526609313,158148,3052.441162109375,BUTN,"{""buttonStatus"": 4192}"
158149,1978039479526609313,158149,3052.5078125,BUTN,"{""buttonStatus"": 4128}"
158150,1978039479526609313,158150,3052.541259765625,BUTN,"{""buttonStatus"": 2088}"
158153,1978039479526609313,158153,3052.674560546875,BUTN,"{""buttonStatus"": 2080}"
158154,1978039479526609313,158154,3052.741455078125,BUTN,"{""buttonStatus"": 2088}"
158156,1978039479526609313,158156,3052.841552734375,BUTN,"{""buttonStatus"": 2080}"
158158,1978039479526609313,158158,3052.9248046875,BUTN,"{""buttonStatus"": 2088}"
158160,1978039479526609313,158160,3053.02490234375,BUTN,"{""buttonStatus"": 2080}"
158163,1978039479526609313,158163,3053.19189453125,BUTN,"{""buttonStatus"": 32}"
158171,1978039479526609313,158171,3053.60888671875,BUTN,"{""buttonStatus"": 4128}"
158189,1978039479526609313,158189,3054.4931640625,BUTN,"{""buttonStatus"": 4192}"
158191,1978039479526609313,158191,3054.576416015625,BUTN,"{""buttonStatus"": 4160}"
158197,1978039479526609313,158197,3054.8935546875,BUTN,"{""buttonStatus"": 4164}"
158197,1978039479526609313,158197,3054.91015625,BUTN,"{""buttonStatus"": 4180}"
158199,1978039479526609313,158199,3054.99365234375,BUTN,"{""buttonStatus"": 4116}"
158200,1978039479526609313,158200,3055.043701171875,BUTN,"{""buttonStatus"": 4112}"
158214,1978039479526609313,158214,3055.744384765625,BUTN,"{""buttonStatus"": 0}"
158234,1978039479526609313,158234,3056.728515625,BUTN,"{""buttonStatus"": 256}"
158234,1978039479526609313,158234,3056.728515625,BUTN,"{""buttonStatus"": 0}"
1725,4122411239002253147,1725,44.85272216796875,BUTN,"{""buttonStatus"": 0}"
1737,4122411239002253147,1737,45.152976989746094,BUTN,"{""buttonStatus"": 4096}"
1743,4122411239002253147,1743,45.30314636230469,BUTN,"{""buttonStatus"": 4160}"
1781,4122411239002253147,1781,46.270782470703125,BUTN,"{""buttonStatus"": 4096}"
1783,4122411239002253147,1783,46.33748245239258,BUTN,"{""buttonStatus"": 0}"
1793,4122411239002253147,1793,46.58784866333008,BUTN,"{""buttonStatus"": 1}"
1795,4122411239002253147,1795,46.63779830932617,BUTN,"{""buttonStatus"": 0}"
1814,4122411239002253147,1814,47.154972076416016,BUTN,"{""buttonStatus"": 4160}"
1848,4122411239002253147,1848,47.82424545288086,BUTN,"{""buttonStatus"": 4416}"
1849,4122411239002253147,1849,47.82424545288086,BUTN,"{""buttonStatus"": 320}"
1849,4122411239002253147,1849,47.82424545288086,BUTN,"{""buttonStatus"": 64}"
1849,4122411239002253147,1849,47.82424545288086,BUTN,"{""buttonStatus"": 0}"
1909,4122411239002253147,1909,48.84199142456055,BUTN,"{""buttonStatus"": 4}"
1909,4122411239002253147,1909,48.84199142456055,BUTN,"{""buttonStatus"": 0}"
1909,4122411239002253147,1909,48.84199142456055,BUTN,"{""buttonStatus"": 4160}"
1965,4122411239002253147,1965,49.80968475341797,BUTN,"{""buttonStatus"": 4096}"
2002,4122411239002253147,2002,50.42689514160156,BUTN,"{""buttonStatus"": 4160}"
2197,4122411239002253147,2197,53.680118560791016,BUTN,"{""buttonStatus"": 4192}"
2204,4122411239002253147,2204,53.79686737060547,BUTN,"{""buttonStatus"": 2152}"
2211,4122411239002253147,2211,53.913658142089844,BUTN,"{""buttonStatus"": 2088}"
2213,4122411239002253147,2213,53.94709777832031,BUTN,"{""buttonStatus"": 2080}"
2216,4122411239002253147,2216,53.9970588684082,BUTN,"{""buttonStatus"": 2088}"
2222,4122411239002253147,2222,54.09720993041992,BUTN,"{""buttonStatus"": 2080}"
2227,4122411239002253147,2227,54.18056106567383,BUTN,"{""buttonStatus"": 2088}"
2234,4122411239002253147,2234,54.297367095947266,BUTN,"{""buttonStatus"": 2080}"
2248,4122411239002253147,2248,54.530982971191406,BUTN,"{""buttonStatus"": 32}"
2276,4122411239002253147,2276,54.99805450439453,BUTN,"{""buttonStatus"": 4128}"
2290,4122411239002253147,2290,55.2315788269043,BUTN,"{""buttonStatus"": 4192}"
2321,4122411239002253147,2321,55.748878479003906,BUTN,"{""buttonStatus"": 4160}"
2345,4122411239002253147,2345,56.14931869506836,BUTN,"{""buttonStatus"": 4192}"
2358,4122411239002253147,2358,56.3660888671875,BUTN,"{""buttonStatus"": 4160}"
2374,4122411239002253147,2374,56.63301467895508,BUTN,"{""buttonStatus"": 4192}"
2381,4122411239002253147,2381,56.74982452392578,BUTN,"{""buttonStatus"": 4160}"
2388,4122411239002253147,2388,56.86655807495117,BUTN,"{""buttonStatus"": 4164}"
2395,4122411239002253147,2395,56.983333587646484,BUTN,"{""buttonStatus"": 4160}"
2421,4122411239002253147,2421,57.417152404785156,BUTN,"{""buttonStatus"": 4192}"
2426,4122411239002253147,2426,57.50052261352539,BUTN,"{""buttonStatus"": 2144}"
2427,4122411239002253147,2427,57.5172004699707,BUTN,"{""buttonStatus"": 2088}"
2430,4122411239002253147,2430,57.567264556884766,BUTN,"{""buttonStatus"": 2152}"
2431,4122411239002253147,2431,57.58391571044922,BUTN,"{""buttonStatus"": 2088}"
2436,4122411239002253147,2436,57.667327880859375,BUTN,"{""buttonStatus"": 2080}"
2440,4122411239002253147,2440,57.734031677246094,BUTN,"{""buttonStatus"": 2088}"
2447,4122411239002253147,2447,57.85084915161133,BUTN,"{""buttonStatus"": 2080}"
2458,4122411239002253147,2458,58.034366607666016,BUTN,"{""buttonStatus"": 32}"
2480,4122411239002253147,2480,58.40137481689453,BUTN,"{""buttonStatus"": 4128}"
2518,4122411239002253147,2518,59.035362243652344,BUTN,"{""buttonStatus"": 4192}"
2526,4122411239002253147,2526,59.168880462646484,BUTN,"{""buttonStatus"": 4160}"
2531,4122411239002253147,2531,59.25220489501953,BUTN,"{""buttonStatus"": 4192}"
2571,4122411239002253147,2571,59.91951370239258,BUTN,"{""buttonStatus"": 4160}"
2592,4122411239002253147,2592,60.26990509033203,BUTN,"{""buttonStatus"": 4164}"
2603,4122411239002253147,2603,60.453407287597656,BUTN,"{""buttonStatus"": 4160}"
2642,4122411239002253147,2642,61.10407638549805,BUTN,"{""buttonStatus"": 4164}"
2650,4122411239002253147,2650,61.237552642822266,BUTN,"{""buttonStatus"": 4160}"
2708,4122411239002253147,2708,62.20515441894531,BUTN,"{""buttonStatus"": 4096}"
2753,4122411239002253147,2753,62.95592498779297,BUTN,"{""buttonStatus"": 4100}"
2761,4122411239002253147,2761,63.08940887451172,BUTN,"{""buttonStatus"": 4096}"
2779,4122411239002253147,2779,63.38987731933594,BUTN,"{""buttonStatus"": 4160}"
2845,4122411239002253147,2845,64.49090576171875,BUTN,"{""buttonStatus"": 4162}"
2850,4122411239002253147,2850,64.57414245605469,BUTN,"{""buttonStatus"": 4160}"
2938,4122411239002253147,2938,66.04224395751953,BUTN,"{""buttonStatus"": 4164}"
2944,4122411239002253147,2944,66.14232635498047,BUTN,"{""buttonStatus"": 4160}"
3030,4122411239002253147,3030,67.57713317871094,BUTN,"{""buttonStatus"": 6216}"
3032,4122411239002253147,3032,67.61045837402344,BUTN,"{""buttonStatus"": 2120}"
3043,4122411239002253147,3043,67.79402160644531,BUTN,"{""buttonStatus"": 2120}"
3060,4122411239002253147,3060,68.07760620117188,BUTN,"{""buttonStatus"": 2112}"
3067,4122411239002253147,3067,68.19435119628906,BUTN,"{""buttonStatus"": 2120}"
3073,4122411239002253147,3073,68.29444885253906,BUTN,"{""buttonStatus"": 2112}"
3077,4122411239002253147,3077,68.36122131347656,BUTN,"{""buttonStatus"": 2144}"
3078,4122411239002253147,3078,68.37786865234375,BUTN,"{""buttonStatus"": 2152}"
3085,4122411239002253147,3085,68.49466705322266,BUTN,"{""buttonStatus"": 2144}"
3086,4122411239002253147,3086,68.51134490966797,BUTN,"{""buttonStatus"": 2080}"
3095,4122411239002253147,3095,68.66153717041016,BUTN,"{""buttonStatus"": 2088}"
3102,4122411239002253147,3102,68.7783203125,BUTN,"{""buttonStatus"": 2080}"
3138,4122411239002253147,3138,69.37895202636719,BUTN,"{""buttonStatus"": 4128}"
3193,4122411239002253147,3193,70.29651641845703,BUTN,"{""buttonStatus"": 4192}"
3198,4122411239002253147,3198,70.37985229492188,BUTN,"{""buttonStatus"": 4160}"
3213,4122411239002253147,3213,70.61341857910156,PENA,"{""penaltyType"": 12, ""infringementType"": 26, ""vehicleIdx"": 0, ""otherVehicleIdx"": 255, ""time"": 255, ""lapNum"": 1, ""placesGained"": 255}"
3219,4122411239002253147,3219,70.73033905029297,BUTN,"{""buttonStatus"": 4176}"
3234,4122411239002253147,3234,70.98041534423828,BUTN,"{""buttonStatus"": 4160}"
3266,4122411239002253147,3266,71.51441192626953,BUTN,"{""buttonStatus"": 4164}"
3274,4122411239002253147,3274,71.64776611328125,BUTN,"{""buttonStatus"": 4160}"
3310,4122411239002253147,3310,72.248291015625,BUTN,"{""buttonStatus"": 4096}"
3324,4122411239002253147,3324,72.48191833496094,BUTN,"{""buttonStatus"": 4098}"
3330,4122411239002253147,3330,72.58200073242188,BUTN,"{""buttonStatus"": 4096}"
3369,4122411239002253147,3369,73.23265075683594,BUTN,"{""buttonStatus"": 4100}"
3375,4122411239002253147,3375,73.33287811279297,BUTN,"{""buttonStatus"": 4096}"
3387,4122411239002253147,3387,73.5329360961914,BUTN,"{""buttonStatus"": 4160}"
3421,4122411239002253147,3421,74.10016632080078,BUTN,"{""buttonStatus"": 4164}"
3430,4122411239002253147,3430,74.25039672851562,BUTN,"{""buttonStatus"": 4160}"
3465,4122411239002253147,3465,74.83419036865234,BUTN,"{""buttonStatus"": 4192}"
3592,4122411239002253147,3592,76.95291900634766,BUTN,"{""buttonStatus"": 4164}"
3598,4122411239002253147,3598,77.05299377441406,BUTN,"{""buttonStatus"": 4160}"
3713,4122411239002253147,3713,78.97166442871094,BUTN,"{""buttonStatus"": 4164}"
3719,4122411239002253147,3719,79.07183837890625,BUTN,"{""buttonStatus"": 4160}"
3830,4122411239002253147,3830,80.9234848022461,BUTN,"{""buttonStatus"": 4192}"
3838,4122411239002253147,3838,81.05694580078125,BUTN,"{""buttonStatus"": 4160}"
3844,4122411239002253147,3844,81.15704345703125,BUTN,"{""buttonStatus"": 6216}"
3845,4122411239002253147,3845,81.17402648925781,BUTN,"{""buttonStatus"": 2120}"
3851,4122411239002253147,3851,81.27386474609375,BUTN,"{""buttonStatus"": 2112}"
3857,4122411239002253147,3857,81.37400817871094,BUTN,"{""buttonStatus"": 2120}"
3869,4122411239002253147,3869,81.57421112060547,BUTN,"{""buttonStatus"": 2120}"
3875,4122411239002253147,3875,81.67428588867188,BUTN,"{""buttonStatus"": 2112}"
3880,4122411239002253147,3880,81.75765991210938,BUTN,"{""buttonStatus"": 2120}"
3887,4122411239002253147,3887,81.87445831298828,BUTN,"{""buttonStatus"": 2112}"
3893,4122411239002253147,3893,81.97454071044922,BUTN,"{""buttonStatus"": 2120}"
3901,4122411239002253147,3901,82.10801696777344,BUTN,"{""buttonStatus"": 2112}"
3907,4122411239002253147,3907,82.20809173583984,BUTN,"{""buttonStatus"": 2120}"
3913,4122411239002253147,3913,82.30838775634766,BUTN,"{""buttonStatus"": 2112}"
3921,4122411239002253147,3921,82.44170379638672,BUTN,"{""buttonStatus"": 2120}"
3926,4122411239002253147,3926,82.52507019042969,BUTN,"{""buttonStatus"": 2152}"
3929,4122411239002253147,3929,82.57510375976562,BUTN,"{""buttonStatus"": 2144}"
3935,4122411239002253147,3935,82.67545318603516,BUTN,"{""buttonStatus"": 2080}"
3940,4122411239002253147,3940,82.75867462158203,BUTN,"{""buttonStatus"": 2088}"
3947,4122411239002253147,3947,82.87544250488281,BUTN,"{""buttonStatus"": 2080}"
3969,4122411239002253147,3969,83.24244689941406,BUTN,"{""buttonStatus"": 32}"
3992,4122411239002253147,3992,83.62620544433594,BUTN,"{""buttonStatus"": 32}"
4032,4122411239002253147,4032,84.29344940185547,BUTN,"{""buttonStatus"": 4128}"
4036,4122411239002253147,4036,84.3602523803711,BUTN,"{""buttonStatus"": 4192}"
4083,4122411239002253147,4083,85.14427185058594,BUTN,"{""buttonStatus"": 4192}"
4106,4122411239002253147,4106,85.52801513671875,BUTN,"{""buttonStatus"": 4160}"
4141,4122411239002253147,4141,86.11190795898438,BUTN,"{""buttonStatus"": 4164}"
4149,4122411239002253147,4149,86.24536895751953,BUTN,"{""buttonStatus"": 4160}"
4188,4122411239002253147,4188,86.89598846435547,BUTN,"{""buttonStatus"": 4164}"
4195,4122411239002253147,4195,87.01283264160156,BUTN,"{""buttonStatus"": 4160}"
4237,4122411239002253147,4237,87.71349334716797,BUTN,"{""buttonStatus"": 4164}"
4246,4122411239002253147,4246,87.86365509033203,BUTN,"{""buttonStatus"": 4160}"
4253,4122411239002253147,4253,87.98043060302734,BUTN,"{""buttonStatus"": 4162}"
4263,4122411239002253147,4263,88.14724731445312,BUTN,"{""buttonStatus"": 4160}"
4332,4122411239002253147,4332,89.2984390258789,BUTN,"{""buttonStatus"": 4164}"
4339,4122411239002253147,4339,89.41519165039062,BUTN,"{""buttonStatus"": 4160}"
4418,4122411239002253147,4418,90.73309326171875,BUTN,"{""buttonStatus"": 4164}"
4424,4122411239002253147,4424,90.8332290649414,BUTN,"{""buttonStatus"": 4160}"
4437,4122411239002253147,4437,91.0501708984375,BUTN,"{""buttonStatus"": 4096}"
4449,4122411239002253147,4449,91.2502670288086,BUTN,"{""buttonStatus"": 4160}"
4505,4122411239002253147,4505,92.18453979492188,BUTN,"{""buttonStatus"": 4164}"
4513,4122411239002253147,4513,92.3180160522461,BUTN,"{""buttonStatus"": 4160}"
4660,4122411239002253147,4660,94.75379180908203,SPTP,"{""vehicleIdx"": 0, ""speed"": 315.815185546875, ""isOverallFastestInSession"": 1, ""isDriverFastestInSession"": 1, ""fastestVehicleIdxInSession"": 0, ""fastestSpeedInSession"": 315.815185546875}"
4675,4122411239002253147,4675,95.020751953125,BUTN,"{""buttonStatus"": 4160}"
4701,4122411239002253147,4701,95.4544906616211,BUTN,"{""buttonStatus"": 4168}"
4708,4122411239002253147,4708,95.57127380371094,BUTN,"{""buttonStatus"": 2112}"
4713,4122411239002253147,4713,95.65462493896484,BUTN,"{""buttonStatus"": 2120}"
4724,4122411239002253147,4724,95.83812713623047,BUTN,"{""buttonStatus"": 2120}"
4730,4122411239002253147,4730,95.93829345703125,BUTN,"{""buttonStatus"": 2112}"
4737,4122411239002253147,4737,96.05502319335938,BUTN,"{""buttonStatus"": 2120}"
4743,4122411239002253147,4743,96.1551513671875,BUTN,"{""buttonStatus"": 2112}"
4753,4122411239002253147,4753,96.32199096679688,BUTN,"{""buttonStatus"": 2120}"
4759,4122411239002253147,4759,96.42208862304688,BUTN,"{""buttonStatus"": 2112}"
4771,4122411239002253147,4771,96.62223052978516,BUTN,"{""buttonStatus"": 2120}"
4780,4122411239002253147,4780,96.77241516113281,BUTN,"{""buttonStatus"": 2112}"
4788,4122411239002253147,4788,96.90582275390625,BUTN,"{""buttonStatus"": 2144}"
4793,4122411239002253147,4793,96.98925018310547,BUTN,"{""buttonStatus"": 2080}"
4818,4122411239002253147,4818,97.40629577636719,BUTN,"{""buttonStatus"": 32}"
4856,4122411239002253147,4856,98.04035186767578,BUTN,"{""buttonStatus"": 4128}"
4884,4122411239002253147,4884,98.5074234008789,BUTN,"{""buttonStatus"": 4192}"
4924,4122411239002253147,4924,99.17471313476562,BUTN,"{""buttonStatus"": 4160}"
4930,4122411239002253147,4930,99.2747802734375,BUTN,"{""buttonStatus"": 4192}"
4953,4122411239002253147,4953,99.65855407714844,BUTN,"{""buttonStatus"": 4160}"
4966,4122411239002253147,4966,99.87545776367188,BUTN,"{""buttonStatus"": 4192}"
4970,4122411239002253147,4970,99.942138671875,BUTN,"{""buttonStatus"": 4160}"
4984,4122411239002253147,4984,100.17571258544922,BUTN,"{""buttonStatus"": 4164}"
4994,4122411239002253147,4994,100.34256744384766,BUTN,"{""buttonStatus"": 4160}"
5015,4122411239002253147,5015,100.69292449951172,BUTN,"{""buttonStatus"": 4192}"
5045,4122411239002253147,5045,101.19336700439453,BUTN,"{""buttonStatus"": 4160}"
5063,4122411239002253147,5063,101.49369049072266,BUTN,"{""buttonStatus"": 4164}"
5070,4122411239002253147,5070,101.61048889160156,BUTN,"{""buttonStatus"": 4160}"
5151,4122411239002253147,5151,102.96183776855469,BUTN,"{""buttonStatus"": 4164}"
5161,4122411239002253147,5161,103.12871551513672,BUTN,"{""buttonStatus"": 4160}"
5238,4122411239002253147,5238,104.4131851196289,BUTN,"{""buttonStatus"": 4164}"
5248,4122411239002253147,5248,104.58003234863281,BUTN,"{""buttonStatus"": 4160}"
5296,4122411239002253147,5296,105.38084411621094,BUTN,"{""buttonStatus"": 6232}"
5304,4122411239002253147,5304,105.51428985595703,BUTN,"{""buttonStatus"": 2128}"
5308,4122411239002253147,5308,105.58101654052734,BUTN,"{""buttonStatus"": 2136}"
5316,4122411239002253147,5316,105.7145004272461,BUTN,"{""buttonStatus"": 2064}"
5320,4122411239002253147,5320,105.78128051757812,BUTN,"{""buttonStatus"": 2072}"
5327,4122411239002253147,5327,105.89806365966797,BUTN,"{""buttonStatus"": 2064}"
5346,4122411239002253147,5346,106.21497344970703,BUTN,"{""buttonStatus"": 16}"
5375,4122411239002253147,5375,106.69881439208984,BUTN,"{""buttonStatus"": 4112}"
5382,4122411239002253147,5382,106.8155746459961,BUTN,"{""buttonStatus"": 4176}"
5509,4122411239002253147,5509,108.93439483642578,BUTN,"{""buttonStatus"": 4180}"
5517,4122411239002253147,5517,109.06776428222656,BUTN,"{""buttonStatus"": 4176}"
5530,4122411239002253147,5530,109.2846908569336,BUTN,"{""buttonStatus"": 4160}"
5603,4122411239002253147,5603,110.50254821777344,BUTN,"{""buttonStatus"": 4164}"
5612,4122411239002253147,5612,110.65270233154297,BUTN,"{""buttonStatus"": 4160}"
5619,4122411239002253147,5619,110.76960754394531,BUTN,"{""buttonStatus"": 4176}"
5626,4122411239002253147,5626,110.88627624511719,BUTN,"{""buttonStatus"": 4112}"
5628,4122411239002253147,5628,110.91968536376953,BUTN,"{""buttonStatus"": 2072}"
5635,4122411239002253147,5635,111.036376953125,BUTN,"{""buttonStatus"": 2064}"
5639,4122411239002253147,5639,111.1031494140625,BUTN,"{""buttonStatus"": 2072}"
5644,4122411239002253147,5644,111.18653869628906,BUTN,"{""buttonStatus"": 2064}"
5651,4122411239002253147,5651,111.30332946777344,BUTN,"{""buttonStatus"": 16}"
5696,4122411239002253147,5696,112.05400848388672,BUTN,"{""buttonStatus"": 4176}"
5813,4122411239002253147,5813,114.00599670410156,BUTN,"{""buttonStatus"": 4180}"
5820,4122411239002253147,5820,114.12274932861328,BUTN,"{""buttonStatus"": 4160}"
5839,4122411239002253147,5839,114.43981170654297,BUTN,"{""buttonStatus"": 4192}"
5863,4122411239002253147,5863,114.84027099609375,BUTN,"{""buttonStatus"": 4160}"
5871,4122411239002253147,5871,114.97352600097656,BUTN,"{""buttonStatus"": 4192}"
5878,4122411239002253147,5878,115.09038543701172,BUTN,"{""buttonStatus"": 4128}"
5884,4122411239002253147,5884,115.1904525756836,BUTN,"{""buttonStatus"": 4192}"
5894,4122411239002253147,5894,115.35726165771484,BUTN,"{""buttonStatus"": 4160}"
5916,4122411239002253147,5916,115.72430419921875,BUTN,"{""buttonStatus"": 4164}"
5919,4122411239002253147,5919,115.77436828613281,BUTN,"{""buttonStatus"": 4196}"
5924,4122411239002253147,5924,115.8578109741211,BUTN,"{""buttonStatus"": 4192}"
5947,4122411239002253147,5947,116.24148559570312,BUTN,"{""buttonStatus"": 4160}"
6025,4122411239002253147,6025,117.54278564453125,BUTN,"{""buttonStatus"": 4164}"
6033,4122411239002253147,6033,117.67626953125,BUTN,"{""buttonStatus"": 4160}"
6068,4122411239002253147,6068,118.26014709472656,BUTN,"{""buttonStatus"": 4160}"
6168,4122411239002253147,6168,119.92876434326172,BUTN,"{""buttonStatus"": 4164}"
6176,4122411239002253147,6176,120.06189727783203,BUTN,"{""buttonStatus"": 4160}"
6246,4122411239002253147,6246,121.2297592163086,BUTN,"{""buttonStatus"": 4192}"
6256,4122411239002253147,6256,121.39649200439453,BUTN,"{""buttonStatus"": 6240}"
6257,4122411239002253147,6257,121.41327667236328,BUTN,"{""buttonStatus"": 6248}"
6260,4122411239002253147,6260,121.46324157714844,BUTN,"{""buttonStatus"": 2152}"
6264,4122411239002253147,6264,121.53005981445312,BUTN,"{""buttonStatus"": 2144}"
6270,4122411239002253147,6270,121.63016510009766,BUTN,"{""buttonStatus"": 2152}"
6275,4122411239002253147,6275,121.7134780883789,BUTN,"{""buttonStatus"": 2144}"
6280,4122411239002253147,6280,121.79695892333984,BUTN,"{""buttonStatus"": 2152}"
6285,4122411239002253147,6285,121.88048553466797,BUTN,"{""buttonStatus"": 2144}"
6288,4122411239002253147,6288,121.93043518066406,BUTN,"{""buttonStatus"": 96}"
6296,4122411239002253147,6296,122.06391143798828,BUTN,"{""buttonStatus"": 32}"
6300,4122411239002253147,6300,122.13062286376953,BUTN,"{""buttonStatus"": 96}"
6329,4122411239002253147,6329,122.61443328857422,BUTN,"{""buttonStatus"": 4128}"
6354,4122411239002253147,6354,123.03153991699219,BUTN,"{""buttonStatus"": 4192}"
6409,4122411239002253147,6409,123.94905090332031,BUTN,"{""buttonStatus"": 4160}"
6412,4122411239002253147,6412,123.99917602539062,BUTN,"{""buttonStatus"": 4164}"
6420,4122411239002253147,6420,124.13260650634766,BUTN,"{""buttonStatus"": 4160}"
6459,4122411239002253147,6459,124.78321838378906,BUTN,"{""buttonStatus"": 4192}"
6460,4122411239002253147,6460,124.79995727539062,BUTN,"{""buttonStatus"": 4200}"
6461,4122411239002253147,6461,124.816650390625,BUTN,"{""buttonStatus"": 2088}"
6467,4122411239002253147,6467,124.91670989990234,BUTN,"{""buttonStatus"": 2080}"
6471,4122411239002253147,6471,124.98345184326172,BUTN,"{""buttonStatus"": 2088}"
6477,4122411239002253147,6477,125.0835189819336,BUTN,"{""buttonStatus"": 2080}"
6501,4122411239002253147,6501,125.48387145996094,BUTN,"{""buttonStatus"": 32}"
6548,4122411239002253147,6548,126.2680435180664,BUTN,"{""buttonStatus"": 4128}"
6581,4122411239002253147,6581,126.81847381591797,BUTN,"{""buttonStatus"": 4192}"
6588,4122411239002253147,6588,126.9352798461914,BUTN,"{""buttonStatus"": 4160}"
6681,4122411239002253147,6681,128.48683166503906,BUTN,"{""buttonStatus"": 4192}"
6689,4122411239002253147,6689,128.62030029296875,BUTN,"{""buttonStatus"": 4196}"
6693,4122411239002253147,6693,128.68702697753906,BUTN,"{""buttonStatus"": 4164}"
6697,4122411239002253147,6697,128.75375366210938,BUTN,"{""buttonStatus"": 4160}"
6713,4122411239002253147,6713,129.02072143554688,BUTN,"{""buttonStatus"": 4162}"
6718,4122411239002253147,6718,129.10409545898438,BUTN,"{""buttonStatus"": 4160}"
6738,4122411239002253147,6738,129.43780517578125,BUTN,"{""buttonStatus"": 4096}"
6754,4122411239002253147,6754,129.70469665527344,BUTN,"{""buttonStatus"": 4128}"
6760,4122411239002253147,6760,129.80479431152344,BUTN,"{""buttonStatus"": 4096}"
