m_overallFrameIdentifier,m_sessionUID,m_frameIdentifier,m_sessionTime,m_tractionControl,m_antiLockBrakes,m_fuelMix,m_frontBrakeBias,m_pitLimiterStatus,m_fuelInTank,m_fuelCapacity,m_fuelRemainingLaps,m_maxRPM,m_idleRPM,m_maxGears,m_drsAllowed,m_drsActivationDistance,m_actualTyreCompound,m_visualTyreCompound,m_tyresAgeLaps,m_vehicleFiaFlags,m_enginePowerICE,m_enginePowerMGUK,m_ersStoreEnergy,m_ersDeployMode,m_ersHarvestedThisLapMGUK,m_ersHarvestedThisLapMGUH,m_ersDeployedThisLap,m_networkPaused
156170,1978039479526609313,156170,2953.911376953125,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,600183.75,83475.8125,4000000,2,0,0,0,0
156180,1978039479526609313,156180,2954.411865234375,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,595065.125,83475.8125,4000000,2,0,0,0,0
156184,1978039479526609313,156184,2954.612060546875,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,592896.375,83475.828125,4000000,2,0,0,0,0
156190,1978039479526609313,156190,2954.912353515625,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,589767.6875,83475.8203125,4000000,2,0,0,0,0
156196,1978039479526609313,156196,2955.212646484375,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,600897.125,83475.8125,4000000,2,0,0,0,0
156200,1978039479526609313,156200,2955.412841796875,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,603583.125,83475.8203125,4000000,2,0,0,0,0
156210,1978039479526609313,156210,2955.913330078125,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,602121.3125,83475.8125,4000000,2,0,0,0,0
156212,1978039479526609313,156212,2956.013427734375,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,601832.1875,83475.8125,4000000,2,0,0,0,0
156214,1978039479526609313,156214,2956.113525390625,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,601567.875,83475.8125,4000000,2,0,0,0,0
156216,1978039479526609313,156216,2956.213623046875,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,601357,83475.8125,4000000,2,0,0,0,0
156218,1978039479526609313,156218,2956.313720703125,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,601158.125,83475.8203125,4000000,2,0,0,0,0
156220,1978039479526609313,156220,2956.413818359375,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,600959.8125,83475.8203125,4000000,2,0,0,0,0
156222,1978039479526609313,156222,2956.513916015625,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,600727.8125,83475.8125,4000000,2,0,0,0,0
156226,1978039479526609313,156226,2956.714111328125,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,600392,83475.8125,4000000,2,0,0,0,0
156236,1978039479526609313,156236,2957.214599609375,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,599041.3125,80905.390625,4000000,2,0,0,0,0
156244,1978039479526609313,156244,2957.614990234375,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,1,0,16,16,11,0,564889.25,0,4000000,2,0,0,0,0
156250,1978039479526609313,156250,2957.915283203125,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,1,0,16,16,11,0,567139.0625,0,4000000,2,0,0,0,0
156266,1978039479526609313,156266,2958.716064453125,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,601113.125,0,4000000,2,0,0,0,0
156268,1978039479526609313,156268,2958.816162109375,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,558305.3125,0,4000000,2,0,0,0,0
156270,1978039479526609313,156270,2958.916259765625,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,573563.375,0,4000000,2,0,0,0,0
156280,1978039479526609313,156280,2959.416748046875,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,595267.9375,0,4000000,2,0,0,0,0
156286,1978039479526609313,156286,2959.717041015625,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,574027.8125,3.9249355792999268,4000000,2,0,0,0,0
156296,1978039479526609313,156296,2960.217529296875,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,533437.4375,1911.594482421875,4000000,2,0,0,0,0
156298,1978039479526609313,156298,2960.317626953125,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,535804.3125,2545.011474609375,4000000,2,0,0,0,0
156300,1978039479526609313,156300,2960.417724609375,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,537066.9375,2732.044921875,4000000,2,0,0,0,0
156308,1978039479526609313,156308,2960.818115234375,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,575288.8125,4800.4736328125,4000000,2,0,0,0,0
156310,1978039479526609313,156310,2960.918212890625,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,589573.5625,5771.7197265625,4000000,2,0,0,0,0
156316,1978039479526609313,156316,2961.218505859375,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,598780.5,12276.14453125,4000000,2,0,0,0,0
156328,1978039479526609313,156328,2961.819091796875,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,597062.0625,29683.19140625,4000000,2,0,0,0,0
156332,1978039479526609313,156332,2962.019287109375,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,593190.4375,36109.51953125,4000000,2,0,0,0,0
156342,1978039479526609313,156342,2962.519775390625,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,563247.9375,48228.98828125,4000000,2,0,0,0,0
156346,1978039479526609313,156346,2962.719970703125,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,600473.125,52337.45703125,4000000,2,0,0,0,0
156350,1978039479526609313,156350,2962.920166015625,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,593879,57216.12890625,4000000,2,0,0,0,0
156356,1978039479526609313,156356,2963.220458984375,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,578481.25,63905.96484375,4000000,2,0,0,0,0
156368,1978039479526609313,156368,2963.821044921875,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,598999.4375,75115.0859375,4000000,2,0,0,0,0
156370,1978039479526609313,156370,2963.921142578125,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,596106.5625,76907.3046875,4000000,2,0,0,0,0
156378,1978039479526609313,156378,2964.321533203125,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,585765.1875,83108.3671875,4000000,2,0,0,0,0
156380,1978039479526609313,156380,2964.421630859375,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,582061.375,83475.8125,4000000,2,0,0,0,0
156382,1978039479526609313,156382,2964.505126953125,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,579448.625,83475.8125,4000000,2,0,0,0,0
156390,1978039479526609313,156390,2964.905517578125,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,600375.875,83475.8125,4000000,2,0,0,0,0
156394,1978039479526609313,156394,2965.105712890625,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,600693.375,83475.8203125,4000000,2,0,0,0,0
156406,1978039479526609313,156406,2965.706298828125,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,593900.1875,83475.8125,4000000,2,0,0,0,0
156416,1978039479526609313,156416,2966.206787109375,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,586931,83475.8203125,4000000,2,0,0,0,0
156426,1978039479526609313,156426,2966.707275390625,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,602825.8125,83475.8125,4000000,2,0,0,0,0
156444,1978039479526609313,156444,2967.608154296875,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,602606.8125,0,4000000,2,0,0,0,0
156450,1978039479526609313,156450,2967.908203125,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,603323.8125,0,4000000,2,0,0,0,0
156460,1978039479526609313,156460,2968.408935546875,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,602003.6875,0,4000000,2,0,0,0,0
156462,1978039479526609313,156462,2968.509033203125,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,602928.6875,0,4000000,2,0,0,0,0
156464,1978039479526609313,156464,2968.609130859375,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,602308.125,0,4000000,2,0,0,0,0
156466,1978039479526609313,156466,2968.709228515625,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,597343.9375,0,4000000,2,0,0,0,0
156476,1978039479526609313,156476,2969.20947265625,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,579647.5625,28724.166015625,4000000,2,0,0,0,0
156480,1978039479526609313,156480,2969.409912109375,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,599554.25,37818.7421875,4000000,2,0,0,0,0
156482,1978039479526609313,156482,2969.510009765625,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,603567,39356.2421875,4000000,2,0,0,0,0
156484,1978039479526609313,156484,2969.610107421875,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,603057.9375,39655.3125,4000000,2,0,0,0,0
156496,1978039479526609313,156496,2970.21044921875,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,597921.0625,47634.82421875,4000000,2,0,0,0,0
156502,1978039479526609313,156502,2970.510986328125,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,586716.125,59378.67578125,4000000,2,0,0,0,0
156516,1978039479526609313,156516,2971.211669921875,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,600603,72698.703125,4000000,2,0,0,0,0
156520,1978039479526609313,156520,2971.411865234375,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,596221.125,76645.8125,4000000,2,0,0,0,0
156524,1978039479526609313,156524,2971.612060546875,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,590050.375,79566.2109375,4000000,2,0,0,0,0
156526,1978039479526609313,156526,2971.712158203125,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,589007.875,80628.5234375,4000000,2,0,0,0,0
156538,1978039479526609313,156538,2972.312744140625,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,575766.625,83475.8125,4000000,2,0,0,0,0
156546,1978039479526609313,156546,2972.713134765625,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,598985.5,83475.8125,4000000,2,0,0,0,0
156550,1978039479526609313,156550,2972.913330078125,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,602208.75,83475.8125,4000000,2,0,0,0,0
156554,1978039479526609313,156554,2973.113525390625,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,595182.125,83475.8125,4000000,2,0,0,0,0
156558,1978039479526609313,156558,2973.313720703125,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,602280.1875,0,4000000,2,0,0,0,0
156564,1978039479526609313,156564,2973.614013671875,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,601470.75,0,4000000,2,0,0,0,0
156566,1978039479526609313,156566,2973.714111328125,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,596472.875,0,4000000,2,0,0,0,0
156568,1978039479526609313,156568,2973.814208984375,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,592286.125,0,4000000,2,0,0,0,0
156570,1978039479526609313,156570,2973.914306640625,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,596079.3125,39824.5078125,4000000,2,0,0,0,0
156576,1978039479526609313,156576,2974.214599609375,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,602934.8125,67798.6875,4000000,2,0,0,0,0
156578,1978039479526609313,156578,2974.314697265625,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,601866.0625,67623.2890625,4000000,2,0,0,0,0
156598,1978039479526609313,156598,2975.315673828125,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,592108.5625,42361.79296875,4000000,2,0,0,0,0
156610,1978039479526609313,156610,2975.916259765625,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,600120.75,70442.015625,4000000,2,0,0,0,0
156612,1978039479526609313,156612,2976.016357421875,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,600658.0625,72181.3671875,4000000,2,0,0,0,0
156616,1978039479526609313,156616,2976.216552734375,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,597118,75809.296875,4000000,2,0,0,0,0
156624,1978039479526609313,156624,2976.616943359375,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,590029.1875,81412.5703125,4000000,2,0,0,0,0
156628,1978039479526609313,156628,2976.817138671875,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,597881,83475.8125,4000000,2,0,0,0,0
156630,1978039479526609313,156630,2976.917236328125,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,602307.6875,83475.8203125,4000000,2,0,0,0,0
156634,1978039479526609313,156634,2977.117431640625,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,602632.875,83475.8125,4000000,2,0,0,0,0
