m_overallFrameIdentifier,m_sessionUID,m_frameIdentifier,m_sessionTime,m_tractionControl,m_antiLockBrakes,m_fuelMix,m_frontBrakeBias,m_pitLimiterStatus,m_fuelInTank,m_fuelCapacity,m_fuelRemainingLaps,m_maxRPM,m_idleRPM,m_maxGears,m_drsAllowed,m_drsActivationDistance,m_actualTyreCompound,m_visualTyreCompound,m_tyresAgeLaps,m_vehicleFiaFlags,m_enginePowerICE,m_enginePowerMGUK,m_ersStoreEnergy,m_ersDeployMode,m_ersHarvestedThisLapMGUK,m_ersHarvestedThisLapMGUH,m_ersDeployedThisLap,m_networkPaused
3243,4122411239002253147,3243,71.13056182861328,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,34,16,16,0,0,588977.6875,36828.8515625,4000000,2,0,0,0,0
3244,4122411239002253147,3244,71.14720916748047,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,33,16,16,0,0,586702.6875,37248.6875,4000000,2,0,0,0,0
3247,4122411239002253147,3247,71.19729614257812,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,31,16,16,0,0,584951.3125,38675.61328125,4000000,2,0,0,0,0
3249,4122411239002253147,3249,71.23067474365234,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,30,16,16,0,0,579533.625,39522.09375,4000000,2,0,0,0,0
3250,4122411239002253147,3250,71.24739074707031,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,29,16,16,0,0,578850.0625,39949.08203125,4000000,2,0,0,0,0
3252,4122411239002253147,3252,71.28067779541016,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,27,16,16,0,0,577730.75,40915.73828125,4000000,2,0,0,0,0
3253,4122411239002253147,3253,71.29737854003906,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,26,16,16,0,0,575722.375,41340.52734375,4000000,2,0,0,0,0
3255,4122411239002253147,3255,71.3307876586914,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,25,16,16,0,0,572483.6875,42199.328125,4000000,2,0,0,0,0
3259,4122411239002253147,3259,71.39749145507812,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,22,16,16,0,0,568561.625,43934.53515625,4000000,2,0,0,0,0
3260,4122411239002253147,3260,71.41421508789062,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,21,16,16,0,0,568000.4375,44367.6796875,4000000,2,0,0,0,0
3261,4122411239002253147,3261,71.4308853149414,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,20,16,16,0,0,566988.375,44802.265625,4000000,2,0,0,0,0
3264,4122411239002253147,3264,71.48092651367188,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,18,16,16,0,0,564163.3125,46004.95703125,4000000,2,0,0,0,0
3265,4122411239002253147,3265,71.49774169921875,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,17,16,16,0,0,563943.5,46371.84765625,4000000,2,0,0,0,0
3267,4122411239002253147,3267,71.53102111816406,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,15,16,16,0,0,570083.5625,46892.65234375,4000000,2,0,0,0,0
3271,4122411239002253147,3271,71.59766387939453,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,12,16,16,0,0,603246.1875,47787.87109375,4000000,2,0,0,0,0
3272,4122411239002253147,3272,71.61433410644531,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,11,16,16,0,0,602872.5,48182.56640625,4000000,2,0,0,0,0
3274,4122411239002253147,3274,71.64776611328125,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,10,16,16,0,0,602326.125,49041.91796875,4000000,2,0,0,0,0
3275,4122411239002253147,3275,71.66442108154297,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,9,16,16,0,0,601987.9375,49469.63671875,4000000,2,0,0,0,0
3276,4122411239002253147,3276,71.68114471435547,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,8,16,16,0,0,601733.75,49896.03125,4000000,2,0,0,0,0
3278,4122411239002253147,3278,71.71458435058594,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,6,16,16,0,0,601344.375,50764.52734375,4000000,2,0,0,0,0
3279,4122411239002253147,3279,71.7313003540039,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,5,16,16,0,0,601039.4375,51177.7109375,4000000,2,0,0,0,0
3280,4122411239002253147,3280,71.74784851074219,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,5,16,16,0,0,600829.25,51587.50390625,4000000,2,0,0,0,0
3281,4122411239002253147,3281,71.76451110839844,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,4,16,16,0,0,600616.5625,52003.62890625,4000000,2,0,0,0,0
3283,4122411239002253147,3283,71.79788970947266,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,2,16,16,0,0,600120.375,52815.98828125,4000000,2,0,0,0,0
3286,4122411239002253147,3286,71.84794616699219,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,598903.6875,54045.66015625,4000000,2,0,0,0,0
3289,4122411239002253147,3289,71.89799499511719,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,1,0,16,16,0,0,595851,55222.4140625,4000000,2,0,0,0,0
3290,4122411239002253147,3290,71.91466522216797,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,1,0,16,16,0,0,595121.375,55573.515625,4000000,2,0,0,0,0
3291,4122411239002253147,3291,71.93132781982422,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,1,0,16,16,0,0,595248,55985.94921875,4000000,2,0,0,0,0
3293,4122411239002253147,3293,71.96470642089844,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,1,0,16,16,0,0,594201,56800.84765625,4000000,2,0,0,0,0
3295,4122411239002253147,3295,71.99810791015625,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,1,0,16,16,0,0,592499.125,57548.5703125,4000000,2,0,0,0,0
3296,4122411239002253147,3296,72.01490020751953,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,1,0,16,16,0,0,592085.9375,57937.83984375,4000000,2,0,0,0,0
3297,4122411239002253147,3297,72.03153991699219,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,1,0,16,16,0,0,591591.75,58327.79296875,4000000,2,0,0,0,0
3298,4122411239002253147,3298,72.04810333251953,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,1,0,16,16,0,0,590706.6875,58704.83984375,4000000,2,0,0,0,0
3299,4122411239002253147,3299,72.06482696533203,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,1,0,16,16,0,0,590050.0625,59072.859375,4000000,2,0,0,0,0
3300,4122411239002253147,3300,72.08148956298828,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,1,0,16,16,0,0,589606.5625,59451.96875,4000000,2,0,0,0,0
3301,4122411239002253147,3301,72.0982437133789,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,1,0,16,16,0,0,589081.875,59832.3515625,4000000,2,0,0,0,0
3302,4122411239002253147,3302,72.1148681640625,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,1,0,16,16,0,0,588393.8125,60205.36328125,4000000,2,0,0,0,0
3303,4122411239002253147,3303,72.13153076171875,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,1,0,16,16,0,0,587741.8125,60571.734375,4000000,2,0,0,0,0
3304,4122411239002253147,3304,72.14842987060547,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,1,0,16,16,0,0,586798.0625,60941.078125,4000000,2,0,0,0,0
3305,4122411239002253147,3305,72.1649398803711,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,1,0,16,16,0,0,585818.25,61310.04296875,4000000,2,0,0,0,0
3306,4122411239002253147,3306,72.18156433105469,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,1,0,16,16,0,0,584796.125,61674.36328125,4000000,2,0,0,0,0
3307,4122411239002253147,3307,72.1982421875,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,1,0,16,16,0,0,583752.375,62035.96875,4000000,2,0,0,0,0
3308,4122411239002253147,3308,72.21493530273438,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,1,0,16,16,0,0,582679.8125,62392.9140625,4000000,2,0,0,0,0
3309,4122411239002253147,3309,72.23162841796875,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,1,0,16,16,0,0,581616.8125,62747.58203125,4000000,2,0,0,0,0
3310,4122411239002253147,3310,72.248291015625,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,1,0,16,16,0,0,580569,63100.40234375,4000000,2,0,0,0,0
3311,4122411239002253147,3311,72.26500701904297,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,1,0,16,16,0,0,579509.5,63451.60546875,4000000,2,0,0,0,0
3312,4122411239002253147,3312,72.28166961669922,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,1,0,16,16,0,0,578420.125,63799.6328125,4000000,2,0,0,0,0
3313,4122411239002253147,3313,72.29833221435547,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,1,0,16,16,0,0,577393.625,64145.75390625,4000000,2,0,0,0,0
3314,4122411239002253147,3314,72.31501007080078,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,1,0,16,16,0,0,576387.9375,64491.58203125,4000000,2,0,0,0,0
3315,4122411239002253147,3315,72.3317642211914,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,1,0,16,16,0,0,575539.6875,64837.28515625,4000000,2,0,0,0,0
3316,4122411239002253147,3316,72.34840393066406,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,1,0,16,16,0,0,574435.5,65175.734375,4000000,2,0,0,0,0
3317,4122411239002253147,3317,72.36511993408203,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,1,0,16,16,0,0,573407.875,65510.23828125,4000000,2,0,0,0,0
3318,4122411239002253147,3318,72.3817367553711,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,1,0,16,16,0,0,572467,65845.5078125,4000000,2,0,0,0,0
3319,4122411239002253147,3319,72.39845275878906,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,1,0,16,16,0,0,571515.125,66178.703125,4000000,2,0,0,0,0
3320,4122411239002253147,3320,72.41515350341797,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,1,0,16,16,0,0,570617.5625,66511.0234375,4000000,2,0,0,0,0
3321,4122411239002253147,3321,72.43180084228516,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,1,0,16,16,0,0,569721.3125,66842.0703125,4000000,2,0,0,0,0
3322,4122411239002253147,3322,72.44847869873047,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,1,0,16,16,0,0,568792.75,67170.109375,4000000,2,0,0,0,0
3323,4122411239002253147,3323,72.4652328491211,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,1,0,16,16,0,0,567832.3125,67496.1171875,4000000,2,0,0,0,0
3325,4122411239002253147,3325,72.49866485595703,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,565914.4375,68139.7109375,4000000,2,0,0,0,0
3326,4122411239002253147,3326,72.51525115966797,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,564976.625,68462.2890625,4000000,2,0,0,0,0
3338,4122411239002253147,3338,72.71543884277344,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,564246.0625,71129.7578125,4000000,2,0,0,0,0
3339,4122411239002253147,3339,72.73224639892578,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,563564.5,71256.03125,4000000,2,0,0,0,0
3340,4122411239002253147,3340,72.74881744384766,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,562337.0625,71380.1875,4000000,2,0,0,0,0
3342,4122411239002253147,3342,72.7822036743164,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,562560.5625,71595.78125,4000000,2,0,0,0,0
3343,4122411239002253147,3343,72.79888916015625,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,563292.125,71693.65625,4000000,2,0,0,0,0
3346,4122411239002253147,3346,72.84893035888672,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,563969.6875,71928.0546875,4000000,2,0,0,0,0
3353,4122411239002253147,3353,72.96565246582031,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,562632.5,72296.25,4000000,2,0,0,0,0
3357,4122411239002253147,3357,73.03242492675781,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,562487.3125,72384.6953125,4000000,2,0,0,0,0
3360,4122411239002253147,3360,73.08247375488281,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,562641.4375,72443.53125,4000000,2,0,0,0,0
3361,4122411239002253147,3361,73.09912109375,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,562367.0625,72460.1875,4000000,2,0,0,0,0
3363,4122411239002253147,3363,73.13252258300781,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,562425.6875,72498.671875,4000000,2,0,0,0,0
3365,4122411239002253147,3365,73.16590118408203,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,562397.25,72533.8203125,4000000,2,0,0,0,0
3366,4122411239002253147,3366,73.1825180053711,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,562498.4375,72550.234375,4000000,2,0,0,0,0
3370,4122411239002253147,3370,73.24933624267578,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,567283.625,72562.296875,4000000,2,0,0,0,0
3372,4122411239002253147,3372,73.28263092041016,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,600553.0625,73091.90625,4000000,2,0,0,0,0
3376,4122411239002253147,3376,73.34941864013672,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,599753.5,74409.9140625,4000000,2,0,0,0,0
3377,4122411239002253147,3377,73.3660659790039,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,599238.6875,74752.8046875,4000000,2,0,0,0,0
3383,4122411239002253147,3383,73.4663314819336,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,596122.75,76768.2734375,4000000,2,0,0,0,0
3384,4122411239002253147,3384,73.48299407958984,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,595628.375,77099.1640625,4000000,2,0,0,0,0
3385,4122411239002253147,3385,73.49964904785156,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,595128.125,77427.984375,4000000,2,0,0,0,0
3390,4122411239002253147,3390,73.58296966552734,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,592671.125,79047.2265625,4000000,2,0,0,0,0
3391,4122411239002253147,3391,73.59968566894531,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,592161.9375,79366.1328125,4000000,2,0,0,0,0
3393,4122411239002253147,3393,73.63310241699219,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,591170.6875,79998.8984375,4000000,2,0,0,0,0
3397,4122411239002253147,3397,73.69989776611328,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,589253.1875,81248.96875,4000000,2,0,0,0,0
3398,4122411239002253147,3398,73.71640014648438,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,588798.875,81557.96875,4000000,2,0,0,0,0
3403,4122411239002253147,3403,73.79991912841797,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,585753.9375,83077.5703125,4000000,2,0,0,0,0
3404,4122411239002253147,3404,73.81653594970703,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,584996.5,83372.4375,4000000,2,0,0,0,0
3405,4122411239002253147,3405,73.8333511352539,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,584230.5,83475.828125,4000000,2,0,0,0,0
3409,4122411239002253147,3409,73.8999252319336,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,581305.25,83475.8125,4000000,2,0,0,0,0
3412,4122411239002253147,3412,73.95000457763672,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,579162.75,83475.8125,4000000,2,0,0,0,0
3413,4122411239002253147,3413,73.96666717529297,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,578477.8125,83475.8125,4000000,2,0,0,0,0
3414,4122411239002253147,3414,73.9834213256836,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,577766.625,83475.8125,4000000,2,0,0,0,0
3415,4122411239002253147,3415,74.00006103515625,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,577078.9375,83475.8125,4000000,2,0,0,0,0
3417,4122411239002253147,3417,74.03340148925781,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,575743.125,83475.8125,4000000,2,0,0,0,0
3418,4122411239002253147,3418,74.05005645751953,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,575040.25,83475.8125,4000000,2,0,0,0,0
3419,4122411239002253147,3419,74.06683349609375,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,574362.75,83475.8203125,4000000,2,0,0,0,0
3420,4122411239002253147,3420,74.08345031738281,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,573694.3125,83475.8125,4000000,2,0,0,0,0
3422,4122411239002253147,3422,74.11685180664062,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,576134.625,83475.8125,4000000,2,0,0,0,0
3424,4122411239002253147,3424,74.15026092529297,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,602892,83475.8203125,4000000,2,0,0,0,0
3427,4122411239002253147,3427,74.20022583007812,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,602255,83475.8125,4000000,2,0,0,0,0
3428,4122411239002253147,3428,74.21694946289062,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,602128.1875,83475.8203125,4000000,2,0,0,0,0
3430,4122411239002253147,3430,74.25039672851562,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,601867.625,83475.8203125,4000000,2,0,0,0,0
3431,4122411239002253147,3431,74.26705932617188,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,601726.8125,83475.8125,4000000,2,0,0,0,0
3434,4122411239002253147,3434,74.31697845458984,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,601377.5625,83475.8125,4000000,2,0,0,0,0
3437,4122411239002253147,3437,74.3670425415039,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,601065.375,83475.8125,4000000,2,0,0,0,0
3439,4122411239002253147,3439,74.40045166015625,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,600858.8125,83475.8203125,4000000,2,0,0,0,0
3440,4122411239002253147,3440,74.41716766357422,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,600758.8125,83475.8203125,4000000,2,0,0,0,0
3442,4122411239002253147,3442,74.4504623413086,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,600574.75,83475.8125,4000000,2,0,0,0,0
3444,4122411239002253147,3444,74.48393249511719,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,600362,83475.8125,4000000,2,0,0,0,0
3445,4122411239002253147,3445,74.50054168701172,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,600275.625,83475.8125,4000000,2,0,0,0,0
3448,4122411239002253147,3448,74.55065155029297,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,599951.9375,83475.828125,4000000,2,0,0,0,0
3449,4122411239002253147,3449,74.56724548339844,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,599857.375,83475.8125,4000000,2,0,0,0,0
3451,4122411239002253147,3451,74.60063934326172,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,599146.5625,83475.8125,4000000,2,0,0,0,0
3452,4122411239002253147,3452,74.61730194091797,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,598804.125,83475.8125,4000000,2,0,0,0,0
3453,4122411239002253147,3453,74.63404846191406,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,598554.25,83475.828125,4000000,2,0,0,0,0
3454,4122411239002253147,3454,74.65078735351562,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,598209.0625,83475.8203125,4000000,2,0,0,0,0
3455,4122411239002253147,3455,74.66739654541016,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,597804.625,83475.8125,4000000,2,0,0,0,0
3456,4122411239002253147,3456,74.6840591430664,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,597554.8125,83475.8125,4000000,2,0,0,0,0
3458,4122411239002253147,3458,74.71737670898438,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,597132.875,83475.8125,4000000,2,0,0,0,0
3459,4122411239002253147,3459,74.73416900634766,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,596770.4375,83475.8203125,4000000,2,0,0,0,0
3460,4122411239002253147,3460,74.75078582763672,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,596431.125,83475.8125,4000000,2,0,0,0,0
3461,4122411239002253147,3461,74.76746368408203,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,596116.4375,83475.8125,4000000,2,0,0,0,0
3462,4122411239002253147,3462,74.78412628173828,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,595823.75,83475.8125,4000000,2,0,0,0,0
3463,4122411239002253147,3463,74.80089569091797,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,595450.5625,83475.8125,4000000,2,0,0,0,0
3464,4122411239002253147,3464,74.81751251220703,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,595093.9375,83475.8125,4000000,2,0,0,0,0
3465,4122411239002253147,3465,74.83419036865234,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,594823.0625,83475.8125,4000000,2,0,0,0,0
3468,4122411239002253147,3468,74.88422393798828,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,593879.5,83475.8125,4000000,2,0,0,0,0
3469,4122411239002253147,3469,74.90093231201172,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,593554.3125,83475.8125,4000000,2,0,0,0,0
3476,4122411239002253147,3476,75.0177230834961,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,591513.6875,83475.8125,4000000,2,0,0,0,0
3478,4122411239002253147,3478,75.05104064941406,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,590940.9375,83475.8125,4000000,2,0,0,0,0
3481,4122411239002253147,3481,75.10110473632812,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,590136.1875,83475.8125,4000000,2,0,0,0,0
3483,4122411239002253147,3483,75.13456726074219,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,589537.625,83475.8203125,4000000,2,0,0,0,0
3485,4122411239002253147,3485,75.16791534423828,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,589034.75,83475.8203125,4000000,2,0,0,0,0
3486,4122411239002253147,3486,75.18453216552734,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,588746.125,83475.8125,4000000,2,0,0,0,0
3487,4122411239002253147,3487,75.20122528076172,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,588504.375,83475.8125,4000000,2,0,0,0,0
3494,4122411239002253147,3494,75.31800079345703,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,586008,83475.8125,4000000,2,0,0,0,0
3495,4122411239002253147,3495,75.33470153808594,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,585528.8125,83475.8125,4000000,2,0,0,0,0
3500,4122411239002253147,3500,75.41815948486328,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,583254.5625,83475.8125,4000000,2,0,0,0,0
3501,4122411239002253147,3501,75.43478393554688,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,582809.0625,83475.8125,4000000,2,0,0,0,0
3507,4122411239002253147,3507,75.53490447998047,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,580302.25,83475.8125,4000000,2,0,0,0,0
3512,4122411239002253147,3512,75.61835479736328,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,578249.8125,83475.8125,4000000,2,0,0,0,0
3513,4122411239002253147,3513,75.63506317138672,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,577813.6875,83475.8203125,4000000,2,0,0,0,0
3520,4122411239002253147,3520,75.75186157226562,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,575081.3125,83475.8125,4000000,2,0,0,0,0
3523,4122411239002253147,3523,75.80181884765625,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,573761.4375,83475.8125,4000000,2,0,0,0,0
3527,4122411239002253147,3527,75.86856842041016,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,572434.5625,83475.8125,4000000,2,0,0,0,0
3529,4122411239002253147,3529,75.90190124511719,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,571835.5625,83475.8203125,4000000,2,0,0,0,0
3532,4122411239002253147,3532,75.95195007324219,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,570702.375,83475.8125,4000000,2,0,0,0,0
3540,4122411239002253147,3540,76.0854721069336,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,567844.0625,83475.8203125,4000000,2,0,0,0,0
3542,4122411239002253147,3542,76.11880493164062,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,567062.0625,83475.8203125,4000000,2,0,0,0,0
3543,4122411239002253147,3543,76.13549041748047,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,566631.375,83475.8203125,4000000,2,0,0,0,0
3545,4122411239002253147,3545,76.16886138916016,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,566072.875,83475.8125,4000000,2,0,0,0,0
3550,4122411239002253147,3550,76.25227355957031,0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,0,0,564324.8125,83475.8125,4000000,2,0,0,0,0
